item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,selected_order,pair_id,question_id,split,ordering,difficulty_meta,gold,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi,judge_pair_scores
gemini_2.5_flash_lite:3329:61:bwd,0.41479918360710144,2.050550937652588,-0.41479918360710144,5.708624839782715,factor_1,gemini_2.5_flash_lite:3329:61:bwd,1072,gemini_2.5_flash_lite:3329:61,3329,gemini_2.5_flash_lite,bwd,hard,B,4.749596118927002,4.748065948486328,-7.2556586265563965,11.356760025024414,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
qwen3_235b:abc342_d:134:bwd,0.4093935489654541,2.0451455116271973,-0.4093935489654541,6.993160724639893,factor_1,qwen3_235b:abc342_d:134:bwd,1534,qwen3_235b:abc342_d:134,abc342_d,qwen3_235b,bwd,easy,B,7.244563579559326,7.24159574508667,-12.148382186889648,16.23867416381836,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:abc388_e:352:bwd,0.40756475925445557,2.043316602706909,-0.40756475925445557,6.795919895172119,factor_1,gemini_2.5_flash_lite:abc388_e:352:bwd,1363,gemini_2.5_flash_lite:abc388_e:352,abc388_e,gemini_2.5_flash_lite,bwd,medium,B,6.7895307540893555,6.786811351776123,-11.258833885192871,15.345467567443848,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_opus:abc375_e:159:bwd,0.3972320854663849,2.0329840183258057,-0.3972320854663849,5.80043363571167,factor_1,claude_4_opus:abc375_e:159:bwd,1777,claude_4_opus:abc375_e:159,abc375_e,claude_4_opus,bwd,hard,B,4.9083251953125,4.90669584274292,-7.584139823913574,11.650107383728027,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:abc311_e:194:bwd,0.39670711755752563,2.032459020614624,-0.39670711755752563,6.904135704040527,factor_1,gemini_2.5_flash_lite:abc311_e:194:bwd,1205,gemini_2.5_flash_lite:abc311_e:194,abc311_e,gemini_2.5_flash_lite,bwd,medium,B,7.051385879516602,7.04852294921875,-11.782646179199219,15.847564697265625,"{'claude_haiku_4_5': 1.0, 'mistral_3b': None, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_pro:abc395_f:247:bwd,0.39550215005874634,2.0312540531158447,-0.39550215005874634,7.068009376525879,factor_1,gemini_2.5_pro:abc395_f:247:bwd,572,gemini_2.5_pro:abc395_f:247,abc395_f,gemini_2.5_pro,bwd,medium,B,7.446320056915283,7.443243503570557,-12.557503700256348,16.620012283325195,"{'claude_haiku_4_5': 1.0, 'mistral_3b': None, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_3.7_sonnet:3548:58:bwd,0.39398401975631714,2.029735803604126,-0.39398401975631714,0.46516066789627075,factor_1,claude_3.7_sonnet:3548:58:bwd,58,claude_3.7_sonnet:3548:58,3548,claude_3.7_sonnet,bwd,hard,B,0.8190486431121826,0.8228768110275269,0.416897177696228,3.6425743103027344,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:arc194_e:216:bwd,0.3936866223812103,2.0294384956359863,-0.3936866223812103,0.46517065167427063,factor_1,qwen3_235b:arc194_e:216:bwd,1616,qwen3_235b:arc194_e:216,arc194_e,qwen3_235b,bwd,hard,B,0.8190506100654602,0.8228787779808044,0.41659605503082275,3.6422810554504395,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:3637:84:bwd,0.3935866057872772,2.0293383598327637,-0.3935866057872772,6.802999496459961,factor_1,gemini_2.5_flash:3637:84:bwd,665,gemini_2.5_flash:3637:84,3637,gemini_2.5_flash,bwd,medium,B,6.823429107666016,6.820691108703613,-11.339216232299805,15.397893905639648,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
qwen3_235b:3571:56:bwd,0.39251309633255005,2.0282649993896484,-0.39251309633255005,0.4641536474227905,factor_1,qwen3_235b:3571:56:bwd,1456,qwen3_235b:3571:56,3571,qwen3_235b,bwd,hard,B,0.8187050223350525,0.8225351572036743,0.4160960912704468,3.6404337882995605,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_sonnet:3091:27:bwd,0.39239978790283203,2.028151512145996,-0.39239978790283203,0.4641970992088318,factor_1,claude_4_sonnet:3091:27:bwd,1845,claude_4_sonnet:3091:27,3091,claude_4_sonnet,bwd,hard,B,0.8187189102172852,0.8225489258766174,0.4159555435180664,3.640347480773926,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_3.7_sonnet:3361:215:bwd,0.39208558201789856,2.0278375148773193,-0.39208558201789856,6.745988368988037,factor_1,claude_3.7_sonnet:3361:215:bwd,215,claude_3.7_sonnet:3361:215,3361,claude_3.7_sonnet,bwd,hard,B,6.697988986968994,6.695320129394531,-11.094989776611328,15.150665283203125,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:arc185_b:383:bwd,0.3850894868373871,2.020841360092163,-0.3850894868373871,6.65637731552124,factor_1,gemini_2.5_flash_lite:arc185_b:383:bwd,1394,gemini_2.5_flash_lite:arc185_b:383,arc185_b,gemini_2.5_flash_lite,bwd,medium,B,6.5111212730407715,6.508555889129639,-10.735928535461426,14.77761173248291,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_opus:3770:75:bwd,0.380338191986084,2.016089916229248,-0.380338191986084,5.969473838806152,factor_1,claude_4_opus:3770:75:bwd,1693,claude_4_opus:3770:75,3770,claude_4_opus,bwd,hard,B,5.201151371002197,5.199343681335449,-8.174623489379883,12.206804275512695,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash:abc310_f:368:bwd,0.3784947097301483,2.0142464637756348,-0.3784947097301483,6.724939346313477,factor_1,gemini_2.5_flash:abc310_f:368:bwd,949,gemini_2.5_flash:abc310_f:368,abc310_f,gemini_2.5_flash,bwd,hard,B,6.668099403381348,6.665447235107422,-11.050029754638672,15.078523635864258,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
qwen3_235b:abc375_g:162:bwd,0.3764142692089081,2.0121660232543945,-0.3764142692089081,6.479555130004883,factor_1,qwen3_235b:abc375_g:162:bwd,1562,qwen3_235b:abc375_g:162,abc375_g,qwen3_235b,bwd,medium,B,6.152041912078857,6.149678707122803,-10.041204452514648,14.065536499023438,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash:abc311_d:145:bwd,0.37366724014282227,2.0094189643859863,-0.37366724014282227,5.582303524017334,factor_1,gemini_2.5_flash:abc311_d:145:bwd,726,gemini_2.5_flash:abc311_d:145,abc311_d,gemini_2.5_flash,bwd,hard,B,4.591126441955566,4.589696884155273,-6.986386775970459,11.005224227905273,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:abc305_d:181:bwd,0.37202203273773193,2.0077738761901855,-0.37202203273773193,6.598872184753418,factor_1,gemini_2.5_flash_lite:abc305_d:181:bwd,1192,gemini_2.5_flash_lite:abc305_d:181,abc305_d,gemini_2.5_flash_lite,bwd,hard,B,6.403687477111816,6.401182651519775,-10.538543701171875,14.554092407226562,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:3788:166:bwd,0.37063491344451904,2.0063867568969727,-0.37063491344451904,0.4327825605869293,factor_1,gemini_2.5_flash_lite:3788:166:bwd,1177,gemini_2.5_flash_lite:3788:166,3788,gemini_2.5_flash_lite,bwd,medium,B,0.8079856634140015,0.8118765950202942,0.4151085615158081,3.5976648330688477,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:abc331_e:126:bwd,0.36999037861824036,2.005742311477661,-0.36999037861824036,6.77143669128418,factor_1,qwen3_235b:abc331_e:126:bwd,1526,qwen3_235b:abc331_e:126,abc331_e,qwen3_235b,bwd,hard,B,6.781608581542969,6.77889347076416,-11.280889511108398,15.292373657226562,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:3203:39:bwd,0.3690447211265564,2.0047965049743652,-0.3690447211265564,5.946298599243164,factor_1,gemini_2.5_flash_lite:3203:39:bwd,1050,gemini_2.5_flash_lite:3203:39,3203,gemini_2.5_flash_lite,bwd,hard,B,5.171754837036133,5.169964790344238,-8.128334045410156,12.137928009033203,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:abc335_c:231:bwd,0.36884424090385437,2.004595994949341,-0.36884424090385437,0.43257391452789307,factor_1,gemini_2.5_flash_lite:abc335_c:231:bwd,1242,gemini_2.5_flash_lite:abc335_c:231,abc335_c,gemini_2.5_flash_lite,bwd,hard,B,0.8079029321670532,0.8117942810058594,0.413479208946228,3.595712661743164,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:3700:58:bwd,0.3682956397533417,2.004047393798828,-0.3682956397533417,6.5656208992004395,factor_1,gemini_2.5_pro:3700:58:bwd,383,gemini_2.5_pro:3700:58,3700,gemini_2.5_pro,bwd,hard,B,6.337973594665527,6.335505962371826,-10.413544654846191,14.421639442443848,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash:abc400_c:288:bwd,0.36565276980400085,2.0014045238494873,-0.36565276980400085,5.482962608337402,factor_1,gemini_2.5_flash:abc400_c:288:bwd,869,gemini_2.5_flash:abc400_c:288,abc400_c,gemini_2.5_flash,bwd,easy,B,4.451578140258789,4.4502387046813965,-6.721063613891602,10.723873138427734,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_pro:3192:3:bwd,0.36556047201156616,2.001312255859375,-0.36556047201156616,5.301291465759277,factor_1,gemini_2.5_pro:3192:3:bwd,328,gemini_2.5_pro:3192:3,3192,gemini_2.5_pro,bwd,hard,B,4.198360443115234,4.197188377380371,-6.225176811218262,10.227801322937012,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_pro:abc333_d:93:bwd,0.3648742139339447,2.0006260871887207,-0.3648742139339447,6.679868698120117,factor_1,gemini_2.5_pro:abc333_d:93:bwd,418,gemini_2.5_pro:abc333_d:93,abc333_d,gemini_2.5_pro,bwd,hard,B,6.5853800773620605,6.582773685455322,-10.901611328125,14.902862548828125,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:3018:25:bwd,0.36194345355033875,1.9976953268051147,-0.36194345355033875,6.003162384033203,factor_1,gemini_2.5_flash_lite:3018:25:bwd,1036,gemini_2.5_flash_lite:3018:25,3018,gemini_2.5_flash_lite,bwd,easy,B,5.274867534637451,5.27301549911499,-8.33741569519043,12.332805633544922,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_pro:abc342_e:228:bwd,0.35858315229415894,1.9943349361419678,-0.35858315229415894,5.1709065437316895,factor_1,gemini_2.5_pro:abc342_e:228:bwd,553,gemini_2.5_pro:abc342_e:228,abc342_e,gemini_2.5_pro,bwd,hard,B,4.030334949493408,4.029277324676514,-5.903048515319824,9.891718864440918,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_pro:abc394_f:169:fwd,0.35001233220100403,1.9857641458511353,-0.35001233220100403,-0.5749762058258057,factor_1,gemini_2.5_pro:abc394_f:169:fwd,494,gemini_2.5_pro:abc394_f:169,abc394_f,gemini_2.5_pro,fwd,hard,A,0.9245603084564209,0.9278590679168701,0.16716039180755615,3.804368019104004,"{'claude_haiku_4_5': 0.0, 'mistral_3b': None, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:3024:16:bwd,0.3483222723007202,1.9840741157531738,-0.3483222723007202,6.116776466369629,factor_1,gemini_2.5_flash:3024:16:bwd,597,gemini_2.5_flash:3024:16,3024,gemini_2.5_flash,bwd,hard,B,5.486774921417236,5.484796524047852,-8.76612663269043,12.734275817871094,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_sonnet:abc389_e:249:bwd,0.33667895197868347,1.9724308252334595,-0.33667895197868347,0.3840377628803253,factor_1,claude_4_sonnet:abc389_e:249:bwd,2067,claude_4_sonnet:abc389_e:249,abc389_e,claude_4_sonnet,bwd,hard,B,0.7907893657684326,0.7947809100151062,0.4146602153778076,3.5302014350891113,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_3.7_sonnet:3607:66:bwd,0.33494260907173157,1.9706944227218628,-0.33494260907173157,0.3834269344806671,factor_1,claude_3.7_sonnet:3607:66:bwd,66,claude_3.7_sonnet:3607:66,3607,claude_3.7_sonnet,bwd,medium,B,0.7905580997467041,0.7945510149002075,0.4133744239807129,3.5280144214630127,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_sonnet:3720:109:bwd,0.3347366154193878,1.970488429069519,-0.3347366154193878,0.3837883174419403,factor_1,claude_4_sonnet:3720:109:bwd,1927,claude_4_sonnet:3720:109,3720,claude_4_sonnet,bwd,easy,B,0.7906842231750488,0.7946764230728149,0.41292262077331543,3.5280542373657227,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_opus:3261:23:bwd,0.3340950906276703,1.9698469638824463,-0.3340950906276703,0.38374626636505127,factor_1,claude_4_opus:3261:23:bwd,1641,claude_4_opus:3261:23,3261,claude_4_opus,bwd,easy,B,0.7906638979911804,0.7946562170982361,0.41232073307037354,3.5273733139038086,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash:2870:313:bwd,0.32951295375823975,1.9652647972106934,-0.32951295375823975,5.676537990570068,factor_1,gemini_2.5_flash:2870:313:bwd,894,gemini_2.5_flash:2870:313,2870,gemini_2.5_flash,bwd,hard,B,4.765851020812988,4.764310836791992,-7.3727850914001465,11.303314208984375,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash:2754:304:bwd,0.32782652974128723,1.9635783433914185,-0.32782652974128723,5.585672855377197,factor_1,gemini_2.5_flash:2754:304:bwd,885,gemini_2.5_flash:2754:304,2754,gemini_2.5_flash,bwd,easy,B,4.6283135414123535,4.62686014175415,-7.105068206787109,11.032224655151367,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_pro:abc391_e:165:bwd,0.3257179260253906,1.9614697694778442,-0.3257179260253906,5.8275275230407715,factor_1,gemini_2.5_pro:abc391_e:165:bwd,490,gemini_2.5_pro:abc391_e:165,abc391_e,gemini_2.5_pro,bwd,medium,B,5.008926868438721,5.007236003875732,-7.852713584899902,11.775652885437012,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_3.7_sonnet:3587:62:bwd,0.3186791241168976,1.9544309377670288,-0.3186791241168976,0.36100107431411743,factor_1,claude_3.7_sonnet:3587:62:bwd,62,claude_3.7_sonnet:3587:62,3587,claude_3.7_sonnet,bwd,hard,B,0.7823991179466248,0.7864412665367126,0.413006067276001,3.4958558082580566,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash_lite:abc322_c:211:bwd,0.3178006112575531,1.953552484512329,-0.3178006112575531,5.930420398712158,factor_1,gemini_2.5_flash_lite:abc322_c:211:bwd,1222,gemini_2.5_flash_lite:abc322_c:211,abc322_c,gemini_2.5_flash_lite,bwd,easy,B,5.186141014099121,5.184341907501221,-8.207757949829102,12.114862442016602,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_3.7_sonnet:abc318_b:258:bwd,0.3134295344352722,1.949181318283081,-0.3134295344352722,5.364851474761963,factor_1,claude_3.7_sonnet:abc318_b:258:bwd,258,claude_3.7_sonnet:abc318_b:258,abc318_b,claude_3.7_sonnet,bwd,hard,B,4.317386150360107,4.316134929656982,-6.510442733764648,10.408805847167969,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
qwen3_235b:3631:66:bwd,0.3109840750694275,1.9467358589172363,-0.3109840750694275,5.786027431488037,factor_1,qwen3_235b:3631:66:bwd,1466,qwen3_235b:3631:66,3631,qwen3_235b,bwd,easy,B,4.952021598815918,4.9503655433654785,-7.755980968475342,11.649452209472656,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_opus:2878:8:bwd,0.31000375747680664,1.9457556009292603,-0.31000375747680664,5.803252696990967,factor_1,claude_4_opus:2878:8:bwd,1626,claude_4_opus:2878:8,2878,claude_4_opus,bwd,medium,B,4.980619430541992,4.978945732116699,-7.812978267669678,11.704489707946777,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:abc384_g:346:bwd,0.30605992674827576,1.9418118000030518,-0.30605992674827576,5.935671329498291,factor_1,gemini_2.5_flash_lite:abc384_g:346:bwd,1357,gemini_2.5_flash_lite:abc384_g:346,abc384_g,gemini_2.5_flash_lite,bwd,hard,B,5.203780651092529,5.201971054077148,-8.25405216217041,12.137675285339355,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:3487:90:fwd,0.3025412857532501,1.9382930994033813,-0.3025412857532501,-0.3195366859436035,factor_1,gemini_2.5_flash_lite:3487:90:fwd,1101,gemini_2.5_flash_lite:3487:90,3487,gemini_2.5_flash_lite,fwd,hard,A,0.7805854082107544,0.7846385836601257,0.4004014730453491,3.476184844970703,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
