question_id,judge_item_ids,judge_pair_ids,judge_splits,judge_orderings,judge_gold_labels,judge_n_pair_items,judge_difficulty_meta,judge_difficulty,judge_difficulty_centered,judge_difficulty_pair_sd,judge_difficulty_laplace_se,judge_difficulty_centered_laplace_se,judge_dominant_factors,judge_scores
abc378_d,"['gemini_2.5_flash_lite:abc378_d:323:bwd', 'claude_4_sonnet:abc378_d:232:bwd', 'gemini_2.5_flash:abc378_d:236:bwd', 'claude_3.7_sonnet:abc378_d:152:bwd', 'gemini_2.5_pro:abc378_d:239:bwd']","['gemini_2.5_flash_lite:abc378_d:323', 'claude_4_sonnet:abc378_d:232', 'gemini_2.5_flash:abc378_d:236', 'claude_3.7_sonnet:abc378_d:152', 'gemini_2.5_pro:abc378_d:239']","['claude_3.7_sonnet', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']",['bwd'],"{'gemini_2.5_flash_lite:abc378_d:323:bwd': 'B', 'claude_4_sonnet:abc378_d:232:bwd': 'B', 'gemini_2.5_flash:abc378_d:236:bwd': 'B', 'claude_3.7_sonnet:abc378_d:152:bwd': 'B', 'gemini_2.5_pro:abc378_d:239:bwd': 'B'}",5,hard,-0.3476211965084076,1.0664742469787598,2.456765197861162,1.0480687298619045,1.0489903532437583,"{'gemini_2.5_flash_lite:abc378_d:323:bwd': 'factor_2', 'claude_4_sonnet:abc378_d:232:bwd': 'factor_2', 'gemini_2.5_flash:abc378_d:236:bwd': 'factor_2', 'claude_3.7_sonnet:abc378_d:152:bwd': 'factor_1', 'gemini_2.5_pro:abc378_d:239:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.4, 'mistral_14b': 0.2, 'mistral_3b': 0.25, 'mistral_8b': 0.4, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.6, 'qwen3_5_4b': 0.6, 'qwen3_5_9b': 0.6}"
3299,"['gemini_2.5_flash_lite:3299:55:fwd', 'claude_4_opus:3299:26:fwd', 'claude_3.7_sonnet:3299:32:fwd', 'claude_4_sonnet:3299:45:fwd', 'gemini_2.5_flash:3299:32:fwd']","['gemini_2.5_flash_lite:3299:55', 'claude_4_opus:3299:26', 'claude_3.7_sonnet:3299:32', 'claude_4_sonnet:3299:45', 'gemini_2.5_flash:3299:32']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite']",['fwd'],"{'gemini_2.5_flash_lite:3299:55:fwd': 'A', 'claude_4_opus:3299:26:fwd': 'A', 'claude_3.7_sonnet:3299:32:fwd': 'A', 'claude_4_sonnet:3299:45:fwd': 'A', 'gemini_2.5_flash:3299:32:fwd': 'A'}",5,hard,-1.9010985851287843,-0.4870030879974365,3.5134840462495984,0.8229494432120621,0.8243659313886452,"{'gemini_2.5_flash_lite:3299:55:fwd': 'factor_2', 'claude_4_opus:3299:26:fwd': 'factor_2', 'claude_3.7_sonnet:3299:32:fwd': 'factor_2', 'claude_4_sonnet:3299:45:fwd': 'factor_2', 'gemini_2.5_flash:3299:32:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.8, 'mistral_14b': 0.6, 'mistral_3b': 0.75, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.6, 'qwen3_5_2b': 0.2, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.2}"
3527,"['gemini_2.5_flash:3527:60:fwd', 'gemini_2.5_pro:3527:28:bwd']","['gemini_2.5_flash:3527:60', 'gemini_2.5_pro:3527:28']","['gemini_2.5_flash', 'gemini_2.5_pro']","['bwd', 'fwd']","{'gemini_2.5_flash:3527:60:fwd': 'A', 'gemini_2.5_pro:3527:28:bwd': 'B'}",2,hard,0.5771380364894867,1.991233617067337,1.7624095406116036,0.6393051616382032,0.6447991964001275,"{'gemini_2.5_flash:3527:60:fwd': 'factor_2', 'gemini_2.5_pro:3527:28:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.5, 'mistral_3b': 0.0, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
2845,['gemini_2.5_flash:2845:7:bwd'],['gemini_2.5_flash:2845:7'],['gemini_2.5_flash'],['bwd'],{'gemini_2.5_flash:2845:7:bwd': 'B'},1,hard,1.76947820186615,3.1835737228393555,0.0,0.9732000827789307,0.9803595542907715,{'gemini_2.5_flash:2845:7:bwd': 'factor_2'},"{'claude_haiku_4_5': 0.0, 'mistral_14b': None, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}"
abc327_b,['claude_3.7_sonnet:abc327_b:113:fwd'],['claude_3.7_sonnet:abc327_b:113'],['claude_3.7_sonnet'],['fwd'],{'claude_3.7_sonnet:abc327_b:113:fwd': 'A'},1,hard,1.7255862951278687,3.139681816101074,0.0,4.140801906585693,4.140630722045898,{'claude_3.7_sonnet:abc327_b:113:fwd': 'factor_2'},"{'claude_haiku_4_5': 0.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}"
abc387_f,"['gemini_2.5_flash:abc387_f:261:fwd', 'gemini_2.5_pro:abc387_f:157:bwd', 'qwen3_235b:abc387_f:188:fwd']","['gemini_2.5_flash:abc387_f:261', 'gemini_2.5_pro:abc387_f:157', 'qwen3_235b:abc387_f:188']","['gemini_2.5_flash', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:abc387_f:261:fwd': 'A', 'gemini_2.5_pro:abc387_f:157:bwd': 'B', 'qwen3_235b:abc387_f:188:fwd': 'A'}",3,medium,-3.616336703300476,-2.202241063117981,5.851386523380398,4.522924519978733,4.521321956659965,"{'gemini_2.5_flash:abc387_f:261:fwd': 'factor_2', 'gemini_2.5_pro:abc387_f:157:bwd': 'factor_2', 'qwen3_235b:abc387_f:188:fwd': 'factor_2'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 1.0, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.6666666666666666}"
abc361_c,"['gemini_2.5_pro:abc361_c:231:fwd', 'claude_4_sonnet:abc361_c:207:fwd', 'claude_3.7_sonnet:abc361_c:138:bwd', 'gemini_2.5_flash_lite:abc361_c:278:fwd', 'gemini_2.5_flash:abc361_c:390:fwd']","['gemini_2.5_pro:abc361_c:231', 'claude_4_sonnet:abc361_c:207', 'claude_3.7_sonnet:abc361_c:138', 'gemini_2.5_flash_lite:abc361_c:278', 'gemini_2.5_flash:abc361_c:390']","['claude_3.7_sonnet', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']","['bwd', 'fwd']","{'gemini_2.5_pro:abc361_c:231:fwd': 'A', 'claude_4_sonnet:abc361_c:207:fwd': 'A', 'claude_3.7_sonnet:abc361_c:138:bwd': 'B', 'gemini_2.5_flash_lite:abc361_c:278:fwd': 'A', 'gemini_2.5_flash:abc361_c:390:fwd': 'A'}",5,hard,-5.083805274963379,-3.6697096824645996,4.554369098098305,2.6980417950022626,2.6973104165941497,"{'gemini_2.5_pro:abc361_c:231:fwd': 'factor_2', 'claude_4_sonnet:abc361_c:207:fwd': 'factor_2', 'claude_3.7_sonnet:abc361_c:138:bwd': 'factor_2', 'gemini_2.5_flash_lite:abc361_c:278:fwd': 'factor_1', 'gemini_2.5_flash:abc361_c:390:fwd': 'factor_2'}","{'claude_haiku_4_5': 0.8, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.6, 'qwen3_5_0_8b': 0.8, 'qwen3_5_27b': 0.8, 'qwen3_5_2b': 0.6, 'qwen3_5_4b': 0.4, 'qwen3_5_9b': 0.8}"
abc379_f,"['claude_4_sonnet:abc379_f:236:fwd', 'gemini_2.5_pro:abc379_f:240:bwd', 'gemini_2.5_flash_lite:abc379_f:328:fwd', 'claude_4_opus:abc379_f:165:fwd', 'gemini_2.5_flash:abc379_f:240:bwd', 'qwen3_235b:abc379_f:166:bwd']","['claude_4_sonnet:abc379_f:236', 'gemini_2.5_pro:abc379_f:240', 'gemini_2.5_flash_lite:abc379_f:328', 'claude_4_opus:abc379_f:165', 'gemini_2.5_flash:abc379_f:240', 'qwen3_235b:abc379_f:166']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'claude_4_sonnet:abc379_f:236:fwd': 'A', 'gemini_2.5_pro:abc379_f:240:bwd': 'B', 'gemini_2.5_flash_lite:abc379_f:328:fwd': 'A', 'claude_4_opus:abc379_f:165:fwd': 'A', 'gemini_2.5_flash:abc379_f:240:bwd': 'B', 'qwen3_235b:abc379_f:166:bwd': 'B'}",6,hard,-2.6264235004782677,-1.212328016757965,3.4291955573710444,0.8096235922127213,0.8107700960221079,"{'claude_4_sonnet:abc379_f:236:fwd': 'factor_2', 'gemini_2.5_pro:abc379_f:240:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc379_f:328:fwd': 'factor_2', 'claude_4_opus:abc379_f:165:fwd': 'factor_1', 'gemini_2.5_flash:abc379_f:240:bwd': 'factor_2', 'qwen3_235b:abc379_f:166:bwd': 'factor_2'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.8333333333333334, 'mistral_3b': 0.6, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.6666666666666666}"
abc331_e,"['claude_4_opus:abc331_e:124:bwd', 'gemini_2.5_flash_lite:abc331_e:225:fwd', 'claude_4_sonnet:abc331_e:169:bwd', 'qwen3_235b:abc331_e:126:bwd', 'gemini_2.5_flash:abc331_e:170:bwd', 'claude_3.7_sonnet:abc331_e:120:fwd']","['claude_4_opus:abc331_e:124', 'gemini_2.5_flash_lite:abc331_e:225', 'claude_4_sonnet:abc331_e:169', 'qwen3_235b:abc331_e:126', 'gemini_2.5_flash:abc331_e:170', 'claude_3.7_sonnet:abc331_e:120']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'claude_4_opus:abc331_e:124:bwd': 'B', 'gemini_2.5_flash_lite:abc331_e:225:fwd': 'A', 'claude_4_sonnet:abc331_e:169:bwd': 'B', 'qwen3_235b:abc331_e:126:bwd': 'B', 'gemini_2.5_flash:abc331_e:170:bwd': 'B', 'claude_3.7_sonnet:abc331_e:120:fwd': 'A'}",6,easy,-3.282401919364929,-1.8683064778645833,2.7700744281735292,2.6590433445519186,2.658245283029244,"{'claude_4_opus:abc331_e:124:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc331_e:225:fwd': 'factor_2', 'claude_4_sonnet:abc331_e:169:bwd': 'factor_2', 'qwen3_235b:abc331_e:126:bwd': 'factor_1', 'gemini_2.5_flash:abc331_e:170:bwd': 'factor_2', 'claude_3.7_sonnet:abc331_e:120:fwd': 'factor_2'}","{'claude_haiku_4_5': 0.8333333333333334, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.8333333333333334, 'qwen3_5_9b': 0.8333333333333334}"
3783,"['claude_4_sonnet:3783:121:bwd', 'qwen3_235b:3783:99:fwd', 'claude_4_opus:3783:79:bwd', 'gemini_2.5_pro:3783:218:fwd', 'gemini_2.5_flash:3783:121:fwd']","['claude_4_sonnet:3783:121', 'qwen3_235b:3783:99', 'claude_4_opus:3783:79', 'gemini_2.5_pro:3783:218', 'gemini_2.5_flash:3783:121']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'claude_4_sonnet:3783:121:bwd': 'B', 'qwen3_235b:3783:99:fwd': 'A', 'claude_4_opus:3783:79:bwd': 'B', 'gemini_2.5_pro:3783:218:fwd': 'A', 'gemini_2.5_flash:3783:121:fwd': 'A'}",5,hard,-4.224693250656128,-2.810597801208496,3.370440876193906,3.3335818232375325,3.3324430524257296,"{'claude_4_sonnet:3783:121:bwd': 'factor_1', 'qwen3_235b:3783:99:fwd': 'factor_1', 'claude_4_opus:3783:79:bwd': 'factor_1', 'gemini_2.5_pro:3783:218:fwd': 'factor_1', 'gemini_2.5_flash:3783:121:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.8, 'mistral_14b': 0.6, 'mistral_3b': 0.6, 'mistral_8b': 0.6, 'qwen3_5_0_8b': 0.6, 'qwen3_5_27b': 0.6, 'qwen3_5_2b': 0.4, 'qwen3_5_4b': 0.4, 'qwen3_5_9b': 0.8}"
abc303_e,"['qwen3_235b:abc303_e:110:bwd', 'claude_4_opus:abc303_e:88:fwd', 'claude_3.7_sonnet:abc303_e:92:fwd', 'claude_4_sonnet:abc303_e:131:bwd', 'gemini_2.5_flash_lite:abc303_e:179:fwd', 'gemini_2.5_flash:abc303_e:135:bwd']","['qwen3_235b:abc303_e:110', 'claude_4_opus:abc303_e:88', 'claude_3.7_sonnet:abc303_e:92', 'claude_4_sonnet:abc303_e:131', 'gemini_2.5_flash_lite:abc303_e:179', 'gemini_2.5_flash:abc303_e:135']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:abc303_e:110:bwd': 'B', 'claude_4_opus:abc303_e:88:fwd': 'A', 'claude_3.7_sonnet:abc303_e:92:fwd': 'A', 'claude_4_sonnet:abc303_e:131:bwd': 'B', 'gemini_2.5_flash_lite:abc303_e:179:fwd': 'A', 'gemini_2.5_flash:abc303_e:135:bwd': 'B'}",6,hard,-4.147177596886952,-2.733082095781962,6.222167666605336,1.5409879180255788,1.5410601804987094,"{'qwen3_235b:abc303_e:110:bwd': 'factor_2', 'claude_4_opus:abc303_e:88:fwd': 'factor_1', 'claude_3.7_sonnet:abc303_e:92:fwd': 'factor_2', 'claude_4_sonnet:abc303_e:131:bwd': 'factor_2', 'gemini_2.5_flash_lite:abc303_e:179:fwd': 'factor_2', 'gemini_2.5_flash:abc303_e:135:bwd': 'factor_2'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.8333333333333334, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 0.8333333333333334, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 0.6666666666666666}"
abc372_f,"['qwen3_235b:abc372_f:158:fwd', 'gemini_2.5_flash:abc372_f:224:bwd']","['qwen3_235b:abc372_f:158', 'gemini_2.5_flash:abc372_f:224']","['gemini_2.5_flash', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:abc372_f:158:fwd': 'A', 'gemini_2.5_flash:abc372_f:224:bwd': 'B'}",2,hard,-1.7027445435523987,-0.2886490821838379,4.498516564652439,3.40338937437339,3.402864626945086,"{'qwen3_235b:abc372_f:158:fwd': 'factor_2', 'gemini_2.5_flash:abc372_f:224:bwd': 'factor_2'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
abc341_f,"['claude_3.7_sonnet:abc341_f:280:fwd', 'qwen3_235b:abc341_f:133:fwd', 'claude_4_sonnet:abc341_f:183:fwd', 'claude_4_opus:abc341_f:130:bwd', 'gemini_2.5_flash_lite:abc341_f:244:bwd', 'gemini_2.5_pro:abc341_f:97:fwd', 'gemini_2.5_flash:abc341_f:184:bwd']","['claude_3.7_sonnet:abc341_f:280', 'qwen3_235b:abc341_f:133', 'claude_4_sonnet:abc341_f:183', 'claude_4_opus:abc341_f:130', 'gemini_2.5_flash_lite:abc341_f:244', 'gemini_2.5_pro:abc341_f:97', 'gemini_2.5_flash:abc341_f:184']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'claude_3.7_sonnet:abc341_f:280:fwd': 'A', 'qwen3_235b:abc341_f:133:fwd': 'A', 'claude_4_sonnet:abc341_f:183:fwd': 'A', 'claude_4_opus:abc341_f:130:bwd': 'B', 'gemini_2.5_flash_lite:abc341_f:244:bwd': 'B', 'gemini_2.5_pro:abc341_f:97:fwd': 'A', 'gemini_2.5_flash:abc341_f:184:bwd': 'B'}",7,medium,-2.5711019975798473,-1.1570065447262354,3.083340624343261,1.355626585086642,1.355766320266484,"{'claude_3.7_sonnet:abc341_f:280:fwd': 'factor_2', 'qwen3_235b:abc341_f:133:fwd': 'factor_2', 'claude_4_sonnet:abc341_f:183:fwd': 'factor_2', 'claude_4_opus:abc341_f:130:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc341_f:244:bwd': 'factor_2', 'gemini_2.5_pro:abc341_f:97:fwd': 'factor_1', 'gemini_2.5_flash:abc341_f:184:bwd': 'factor_2'}","{'claude_haiku_4_5': 0.7142857142857143, 'mistral_14b': 0.5714285714285714, 'mistral_3b': 0.7142857142857143, 'mistral_8b': 0.5714285714285714, 'qwen3_5_0_8b': 0.5714285714285714, 'qwen3_5_27b': 0.8571428571428571, 'qwen3_5_2b': 0.5714285714285714, 'qwen3_5_4b': 0.42857142857142855, 'qwen3_5_9b': 0.7142857142857143}"
abc371_e,"['gemini_2.5_flash_lite:abc371_e:307:bwd', 'claude_3.7_sonnet:abc371_e:299:fwd', 'claude_4_opus:abc371_e:156:bwd', 'claude_4_sonnet:abc371_e:221:bwd']","['gemini_2.5_flash_lite:abc371_e:307', 'claude_3.7_sonnet:abc371_e:299', 'claude_4_opus:abc371_e:156', 'claude_4_sonnet:abc371_e:221']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'gemini_2.5_flash_lite:abc371_e:307:bwd': 'B', 'claude_3.7_sonnet:abc371_e:299:fwd': 'A', 'claude_4_opus:abc371_e:156:bwd': 'B', 'claude_4_sonnet:abc371_e:221:bwd': 'B'}",4,hard,-2.018343299627304,-0.6042478084564209,2.4671345476407573,1.3879387630119102,1.3886193618409797,"{'gemini_2.5_flash_lite:abc371_e:307:bwd': 'factor_1', 'claude_3.7_sonnet:abc371_e:299:fwd': 'factor_2', 'claude_4_opus:abc371_e:156:bwd': 'factor_2', 'claude_4_sonnet:abc371_e:221:bwd': 'factor_2'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 1.0, 'mistral_3b': 0.75, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.75, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.75, 'qwen3_5_9b': 0.75}"
3779,"['gemini_2.5_flash:3779:362:bwd', 'claude_4_sonnet:3779:120:bwd', 'claude_4_opus:3779:78:bwd', 'gemini_2.5_pro:3779:217:bwd']","['gemini_2.5_flash:3779:362', 'claude_4_sonnet:3779:120', 'claude_4_opus:3779:78', 'gemini_2.5_pro:3779:217']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_pro']",['bwd'],"{'gemini_2.5_flash:3779:362:bwd': 'B', 'claude_4_sonnet:3779:120:bwd': 'B', 'claude_4_opus:3779:78:bwd': 'B', 'gemini_2.5_pro:3779:217:bwd': 'B'}",4,hard,-4.1052530109882355,-2.691157579421997,3.6845883814345286,3.2742198830059763,3.27323122433297,"{'gemini_2.5_flash:3779:362:bwd': 'factor_1', 'claude_4_sonnet:3779:120:bwd': 'factor_2', 'claude_4_opus:3779:78:bwd': 'factor_1', 'gemini_2.5_pro:3779:217:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.75, 'mistral_14b': 0.25, 'mistral_3b': 0.25, 'mistral_8b': 0.25, 'qwen3_5_0_8b': 0.25, 'qwen3_5_27b': 0.75, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3045,['qwen3_235b:3045:12:bwd'],['qwen3_235b:3045:12'],['qwen3_235b'],['bwd'],{'qwen3_235b:3045:12:bwd': 'B'},1,hard,1.4100828170776367,2.8241782188415527,0.0,3.0257315635681152,3.026752471923828,{'qwen3_235b:3045:12:bwd': 'factor_1'},"{'claude_haiku_4_5': 0.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
2754,"['claude_3.7_sonnet:2754:184:bwd', 'gemini_2.5_flash:2754:304:bwd']","['claude_3.7_sonnet:2754:184', 'gemini_2.5_flash:2754:304']","['claude_3.7_sonnet', 'gemini_2.5_flash']",['bwd'],"{'claude_3.7_sonnet:2754:184:bwd': 'B', 'gemini_2.5_flash:2754:304:bwd': 'B'}",2,easy,-2.798614799976349,-1.384519338607788,5.921832160429947,13.874704221495287,13.868373422905789,"{'claude_3.7_sonnet:2754:184:bwd': 'factor_1', 'gemini_2.5_flash:2754:304:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3000,"['qwen3_235b:3000:10:bwd', 'claude_4_sonnet:3000:19:fwd', 'claude_4_opus:3000:11:bwd', 'gemini_2.5_flash:3000:318:bwd', 'claude_3.7_sonnet:3000:192:bwd', 'gemini_2.5_flash_lite:3000:24:fwd']","['qwen3_235b:3000:10', 'claude_4_sonnet:3000:19', 'claude_4_opus:3000:11', 'gemini_2.5_flash:3000:318', 'claude_3.7_sonnet:3000:192', 'gemini_2.5_flash_lite:3000:24']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:3000:10:bwd': 'B', 'claude_4_sonnet:3000:19:fwd': 'A', 'claude_4_opus:3000:11:bwd': 'B', 'gemini_2.5_flash:3000:318:bwd': 'B', 'claude_3.7_sonnet:3000:192:bwd': 'B', 'gemini_2.5_flash_lite:3000:24:fwd': 'A'}",6,hard,-0.8283639326691628,0.585731565952301,2.9395259953874295,0.8098018864731849,0.8109479717847461,"{'qwen3_235b:3000:10:bwd': 'factor_1', 'claude_4_sonnet:3000:19:fwd': 'factor_1', 'claude_4_opus:3000:11:bwd': 'factor_2', 'gemini_2.5_flash:3000:318:bwd': 'factor_1', 'claude_3.7_sonnet:3000:192:bwd': 'factor_2', 'gemini_2.5_flash_lite:3000:24:fwd': 'factor_2'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.16666666666666666, 'qwen3_5_27b': 0.8333333333333334, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.6666666666666666}"
abc376_b,"['gemini_2.5_flash:abc376_b:406:fwd', 'gemini_2.5_flash_lite:abc376_b:315:fwd']","['gemini_2.5_flash:abc376_b:406', 'gemini_2.5_flash_lite:abc376_b:315']","['gemini_2.5_flash', 'gemini_2.5_flash_lite']",['fwd'],"{'gemini_2.5_flash:abc376_b:406:fwd': 'A', 'gemini_2.5_flash_lite:abc376_b:315:fwd': 'A'}",2,hard,-1.7636752128601074,-0.3495798110961914,4.452096362877329,2.6642352268784024,2.664365302746634,"{'gemini_2.5_flash:abc376_b:406:fwd': 'factor_2', 'gemini_2.5_flash_lite:abc376_b:315:fwd': 'factor_2'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}"
abc321_d,['gemini_2.5_flash:abc321_d:370:fwd'],['gemini_2.5_flash:abc321_d:370'],['gemini_2.5_flash'],['fwd'],{'gemini_2.5_flash:abc321_d:370:fwd': 'A'},1,hard,1.3706530332565308,2.7847485542297363,0.0,2.4626946449279785,2.464545488357544,{'gemini_2.5_flash:abc321_d:370:fwd': 'factor_2'},"{'claude_haiku_4_5': 0.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}"
3591,"['qwen3_235b:3591:61:bwd', 'claude_3.7_sonnet:3591:238:bwd', 'gemini_2.5_flash_lite:3591:115:fwd']","['qwen3_235b:3591:61', 'claude_3.7_sonnet:3591:238', 'gemini_2.5_flash_lite:3591:115']","['claude_3.7_sonnet', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:3591:61:bwd': 'B', 'claude_3.7_sonnet:3591:238:bwd': 'B', 'gemini_2.5_flash_lite:3591:115:fwd': 'A'}",3,hard,-2.589957356452942,-1.1758618752161663,4.098546747907664,2.4061234647786787,2.406010524934359,"{'qwen3_235b:3591:61:bwd': 'factor_1', 'claude_3.7_sonnet:3591:238:bwd': 'factor_2', 'gemini_2.5_flash_lite:3591:115:fwd': 'factor_2'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 0.6666666666666666}"
