item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,selected_order,pair_id,question_id,split,ordering,difficulty_meta,gold,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi,judge_pair_scores
gemini_2.5_flash:3548:65:fwd,2.1226813793182373,3.5367770195007324,-2.1226813793182373,1.9941906929016113,10.137685775756836,factor_2,gemini_2.5_flash:3548:65:fwd,646,gemini_2.5_flash:3548:65,3548,gemini_2.5_flash,fwd,hard,A,5.561142444610596,5.559836387634277,-7.36050271987915,14.434057235717773,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3776:97:bwd,2.121224880218506,3.535320281982422,-2.121224880218506,-6.565908908843994,3.328479528427124,factor_1,qwen3_235b:3776:97:bwd,1497,qwen3_235b:3776:97,3776,qwen3_235b,bwd,medium,B,4.868972301483154,4.868185520172119,-6.00632381439209,13.076964378356934,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}"
claude_4_sonnet:3025:21:fwd,2.1069722175598145,3.5210676193237305,-2.1069722175598145,0.7524027228355408,-0.2871326506137848,factor_1,claude_4_sonnet:3025:21:fwd,1839,claude_4_sonnet:3025:21,3025,claude_4_sonnet,fwd,hard,A,0.9424038529396057,0.9498250484466553,1.6594104766845703,5.382724761962891,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:3629:81:fwd,2.0897178649902344,3.5038132667541504,-2.0897178649902344,2.529212474822998,2.9087324142456055,factor_2,gemini_2.5_flash:3629:81:fwd,662,gemini_2.5_flash:3629:81,3629,gemini_2.5_flash,fwd,hard,A,3.615260362625122,3.615600109100342,-3.582763195037842,10.590389251708984,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_3.7_sonnet:3406:43:bwd,2.084878444671631,3.498973846435547,-2.084878444671631,0.6055675148963928,-5.566765785217285,factor_2,claude_3.7_sonnet:3406:43:bwd,43,claude_3.7_sonnet:3406:43,3406,claude_3.7_sonnet,bwd,hard,B,1.4026517868041992,1.407283902168274,0.7406973838806152,6.2572503089904785,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_sonnet:arc194_e:281:fwd,2.070627212524414,3.48472261428833,-2.070627212524414,-3.4386281967163086,7.341585159301758,factor_2,claude_4_sonnet:arc194_e:281:fwd,2099,claude_4_sonnet:arc194_e:281,arc194_e,claude_4_sonnet,fwd,hard,A,3.313001871109009,3.313673257827759,-3.0100769996643066,9.979522705078125,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash_lite:3437:78:bwd,2.054234027862549,3.468329429626465,-2.054234027862549,-4.708881378173828,-2.0534260272979736,factor_1,gemini_2.5_flash_lite:3437:78:bwd,1089,gemini_2.5_flash_lite:3437:78,3437,gemini_2.5_flash_lite,bwd,hard,B,2.832918882369995,2.8341989517211914,-2.086700439453125,9.023359298706055,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_sonnet:abc337_d:177:bwd,2.0378060340881348,3.451901435852051,-2.0378060340881348,-6.019186496734619,3.0092079639434814,factor_1,claude_4_sonnet:abc337_d:177:bwd,1995,claude_4_sonnet:abc337_d:177,abc337_d,claude_4_sonnet,bwd,easy,B,4.135446548461914,4.135280132293701,-4.653247833251953,11.557050704956055,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}"
claude_4_sonnet:abc310_f:142:fwd,2.0040783882141113,3.4181737899780273,-2.0040783882141113,0.6411581039428711,-0.7094172835350037,factor_2,claude_4_sonnet:abc310_f:142:fwd,1960,claude_4_sonnet:abc310_f:142,abc310_f,claude_4_sonnet,fwd,easy,A,0.9511545896530151,0.9584997892379761,1.539514183998108,5.296833515167236,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash_lite:3375:67:fwd,1.9943945407867432,3.4084901809692383,-1.9943945407867432,1.8931409120559692,9.656095504760742,factor_2,gemini_2.5_flash_lite:3375:67:fwd,1078,gemini_2.5_flash_lite:3375:67,3375,gemini_2.5_flash_lite,fwd,hard,A,5.013404846191406,5.012505531311035,-6.416020393371582,13.233000755310059,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:abc348_d:229:fwd,1.9434329271316528,3.3575284481048584,-1.9434329271316528,1.6756985187530518,8.473637580871582,factor_2,gemini_2.5_pro:abc348_d:229:fwd,554,gemini_2.5_pro:abc348_d:229,abc348_d,gemini_2.5_pro,fwd,hard,A,3.933290719985962,3.9333128929138184,-4.351764678955078,11.066822052001953,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:3573:73:fwd,1.935829520225525,3.3499250411987305,-1.935829520225525,1.7763848304748535,9.041305541992188,factor_2,gemini_2.5_flash:3573:73:fwd,654,gemini_2.5_flash:3573:73,3573,gemini_2.5_flash,fwd,hard,A,4.416861057281494,4.416446208953857,-5.306309700012207,12.006159782409668,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_4_opus:3024:12:fwd,1.9317941665649414,3.3458895683288574,-1.9317941665649414,1.4279756546020508,-1.230545163154602,factor_1,claude_4_opus:3024:12:fwd,1630,claude_4_opus:3024:12,3024,claude_4_opus,fwd,medium,A,1.0741627216339111,1.0805625915527344,1.2279868125915527,5.463792324066162,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:abc397_f:206:bwd,1.9283058643341064,3.3424015045166016,-1.9283058643341064,-0.14542539417743683,-0.31863945722579956,factor_2,qwen3_235b:abc397_f:206:bwd,1606,qwen3_235b:abc397_f:206,abc397_f,qwen3_235b,bwd,hard,B,0.9758384823799133,0.9829762578010559,1.415768027305603,5.2690348625183105,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:abc358_c:270:bwd,1.9278103113174438,3.3419058322906494,-1.9278103113174438,-0.14539691805839539,-0.3185619115829468,factor_2,gemini_2.5_flash_lite:abc358_c:270:bwd,1281,gemini_2.5_flash_lite:abc358_c:270,abc358_c,gemini_2.5_flash_lite,bwd,medium,B,0.9757267832756042,0.9828654527664185,1.4154895544052124,5.268321990966797,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}"
claude_4_sonnet:abc398_d:267:fwd,1.9262876510620117,3.3403830528259277,-1.9262876510620117,1.4230543375015259,-1.2248624563217163,factor_1,claude_4_sonnet:abc398_d:267:fwd,2085,claude_4_sonnet:abc398_d:267,abc398_d,claude_4_sonnet,fwd,medium,A,1.0732675790786743,1.0796735286712646,1.2242228984832764,5.45654296875,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:abc392_g:418:bwd,1.9233771562576294,3.337472677230835,-1.9233771562576294,-4.958821773529053,2.3234832286834717,factor_1,gemini_2.5_flash:abc392_g:418:bwd,999,gemini_2.5_flash:abc392_g:418,abc392_g,gemini_2.5_flash,bwd,hard,B,3.0128421783447266,3.0138800144195557,-2.569732427597046,9.244677543640137,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_pro:3395:13:bwd,1.9202557802200317,3.3343513011932373,-1.9202557802200317,-0.14572489261627197,-0.31741711497306824,factor_2,gemini_2.5_pro:3395:13:bwd,338,gemini_2.5_pro:3395:13,3395,gemini_2.5_pro,bwd,hard,B,0.9744053483009338,0.9815549254417419,1.410503625869751,5.2581987380981445,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}"
claude_3.7_sonnet:3394:219:fwd,1.913761854171753,3.327857494354248,-1.913761854171753,-0.7784784436225891,7.042557716369629,factor_2,claude_3.7_sonnet:3394:219:fwd,219,claude_3.7_sonnet:3394:219,3394,claude_3.7_sonnet,fwd,medium,A,6.358158111572266,6.356305122375488,-9.130500793457031,15.786214828491211,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash_lite:abc392_g:364:bwd,1.905716061592102,3.3198115825653076,-1.905716061592102,-0.14627419412136078,-0.3151842951774597,factor_2,gemini_2.5_flash_lite:abc392_g:364:bwd,1375,gemini_2.5_flash_lite:abc392_g:364,abc392_g,gemini_2.5_flash_lite,bwd,hard,B,0.971820056438446,0.978990912437439,1.4009894132614136,5.238633632659912,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:abc378_d:323:bwd,1.8948335647583008,3.308928966522217,-1.8948335647583008,-0.14663805067539215,-0.31358879804611206,factor_2,gemini_2.5_flash_lite:abc378_d:323:bwd,1334,gemini_2.5_flash_lite:abc378_d:323,abc378_d,gemini_2.5_flash_lite,bwd,hard,B,0.9698923826217651,0.9770792126655579,1.3938536643981934,5.22400426864624,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:3299:55:fwd,1.8249047994613647,3.2390003204345703,-1.8249047994613647,0.153471902012825,0.6546695828437805,factor_2,gemini_2.5_flash_lite:3299:55:fwd,1066,gemini_2.5_flash_lite:3299:55,3299,gemini_2.5_flash_lite,fwd,hard,A,1.0419809818267822,1.0486080646514893,1.1837284564971924,5.294272422790527,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:3527:60:fwd,1.8233497142791748,3.23744535446167,-1.8233497142791748,0.15327420830726624,0.6545618772506714,factor_2,gemini_2.5_flash:3527:60:fwd,641,gemini_2.5_flash:3527:60,3527,gemini_2.5_flash,fwd,hard,A,1.0418086051940918,1.0484369993209839,1.1825087070465088,5.29238224029541,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:abc325_f:123:fwd,1.8191595077514648,3.233254909515381,-1.8191595077514648,0.15276488661766052,0.654323399066925,factor_2,qwen3_235b:abc325_f:123:fwd,1523,qwen3_235b:abc325_f:123,abc325_f,qwen3_235b,fwd,hard,A,1.0413570404052734,1.047988772392273,1.179196834564209,5.287312984466553,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:abc396_g:281:fwd,1.811411738395691,3.2255072593688965,-1.811411738395691,1.7503200769424438,8.976740837097168,factor_2,gemini_2.5_flash:abc396_g:281:fwd,862,gemini_2.5_flash:abc396_g:281,abc396_g,gemini_2.5_flash,fwd,hard,A,4.334900379180908,4.3345561027526855,-5.270223140716553,11.721237182617188,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:abc323_d:160:fwd,1.7852119207382202,3.199307441711426,-1.7852119207382202,1.5307912826538086,7.766463756561279,factor_2,gemini_2.5_flash:abc323_d:160:fwd,741,gemini_2.5_flash:abc323_d:160,abc323_d,gemini_2.5_flash,fwd,medium,A,3.399462938308716,3.400035858154297,-3.4647631645202637,9.863378524780273,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:3571:72:fwd,1.7744520902633667,3.1885476112365723,-1.7744520902633667,1.7698607444763184,9.111452102661133,factor_2,gemini_2.5_flash:3571:72:fwd,653,gemini_2.5_flash:3571:72,3571,gemini_2.5_flash,fwd,hard,A,4.439962387084961,4.43952751159668,-5.5129265785217285,11.890022277832031,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:2845:7:bwd,1.76947820186615,3.1835737228393555,-1.76947820186615,-0.12488110363483429,-0.2999986708164215,factor_2,gemini_2.5_flash:2845:7:bwd,588,gemini_2.5_flash:2845:7,2845,gemini_2.5_flash,bwd,hard,B,0.9732000827789307,0.9803595542907715,1.2620689868927002,5.10507869720459,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': None, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_pro:1883_B:0:fwd,1.7586853504180908,3.172780990600586,-1.7586853504180908,1.5698983669281006,8.001370429992676,factor_2,gemini_2.5_pro:1883_B:0:fwd,325,gemini_2.5_pro:1883_B:0,1883_B,gemini_2.5_pro,fwd,hard,A,3.5622150897979736,3.562610626220703,-3.809936046600342,10.155498504638672,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash_lite:abc335_c:231:bwd,1.7554303407669067,3.1695258617401123,-1.7554303407669067,0.10833918303251266,-0.9688999056816101,factor_2,gemini_2.5_flash_lite:abc335_c:231:bwd,1242,gemini_2.5_flash_lite:abc335_c:231,abc335_c,gemini_2.5_flash_lite,bwd,hard,B,1.017439603805542,1.0242489576339722,1.1619977951049805,5.177053928375244,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash_lite:3788:166:bwd,1.7553144693374634,3.169409990310669,-1.7553144693374634,0.10829470306634903,-0.968332827091217,factor_2,gemini_2.5_flash_lite:3788:166:bwd,1177,gemini_2.5_flash_lite:3788:166,3788,gemini_2.5_flash_lite,bwd,medium,B,1.0173027515411377,1.0241131782531738,1.1621482372283936,5.176671981811523,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:3047:18:fwd,1.750914454460144,3.1650099754333496,-1.750914454460144,1.5759327411651611,8.03897762298584,factor_2,gemini_2.5_flash:3047:18:fwd,599,gemini_2.5_flash:3047:18,3047,gemini_2.5_flash,fwd,medium,A,3.5883336067199707,3.5887014865875244,-3.868844985961914,10.198864936828613,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_3.7_sonnet:abc327_b:113:fwd,1.7255862951278687,3.139681816101074,-1.7255862951278687,1.7031877040863037,8.770426750183105,factor_2,claude_3.7_sonnet:abc327_b:113:fwd,113,claude_3.7_sonnet:abc327_b:113,abc327_b,claude_3.7_sonnet,fwd,hard,A,4.140801906585693,4.140630722045898,-4.975955009460449,11.255318641662598,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_4_sonnet:3801:126:bwd,1.7184022665023804,3.132497787475586,-1.7184022665023804,-6.7558698654174805,6.092743396759033,factor_1,claude_4_sonnet:3801:126:bwd,1944,claude_4_sonnet:3801:126,3801,claude_4_sonnet,bwd,easy,B,3.5855517387390137,3.5859227180480957,-3.8959107398986816,10.160905838012695,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:abc375_c:312:bwd,1.6837559938430786,3.097851514816284,-1.6837559938430786,-0.07204222679138184,-0.5905161499977112,factor_2,gemini_2.5_flash_lite:abc375_c:312:bwd,1323,gemini_2.5_flash_lite:abc375_c:312,abc375_c,gemini_2.5_flash_lite,bwd,hard,B,0.9600749611854553,0.9673440456390381,1.201857089996338,4.9938459396362305,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:abc387_f:261:fwd,1.6836611032485962,3.0977566242218018,-1.6836611032485962,1.5713557004928589,8.058196067810059,factor_2,gemini_2.5_flash:abc387_f:261:fwd,842,gemini_2.5_flash:abc387_f:261,abc387_f,gemini_2.5_flash,fwd,medium,A,3.593519926071167,3.5938823223114014,-3.9462530612945557,10.141766548156738,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:abc361_c:231:fwd,1.6722009181976318,3.086296558380127,-1.6722009181976318,1.612817406654358,8.29867935180664,factor_2,gemini_2.5_pro:abc361_c:231:fwd,556,gemini_2.5_pro:abc361_c:231,abc361_c,gemini_2.5_pro,fwd,hard,A,3.764802932739258,3.7649898529052734,-4.293083667755127,10.465677261352539,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash_lite:3439:79:fwd,1.6636316776275635,3.0777273178100586,-1.6636316776275635,-0.8468210697174072,7.404727458953857,factor_2,gemini_2.5_flash_lite:3439:79:fwd,1090,gemini_2.5_flash_lite:3439:79,3439,gemini_2.5_flash_lite,fwd,medium,A,5.977067947387695,5.975470542907715,-8.634195327758789,14.789649963378906,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:abc333_d:172:fwd,1.6584893465042114,3.072584867477417,-1.6584893465042114,-0.8229280710220337,7.187674522399902,factor_2,gemini_2.5_flash:abc333_d:172:fwd,753,gemini_2.5_flash:abc333_d:172,abc333_d,gemini_2.5_flash,fwd,hard,A,5.767123222351074,5.765671253204346,-8.228130340576172,14.373300552368164,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash_lite:3464:87:bwd,1.6505100727081299,3.064605712890625,-1.6505100727081299,-11.421262741088867,0.17916277050971985,factor_1,gemini_2.5_flash_lite:3464:87:bwd,1098,gemini_2.5_flash_lite:3464:87,3464,gemini_2.5_flash_lite,bwd,easy,B,3.4209587574005127,3.4215078353881836,-3.641549587249756,9.770761489868164,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash:abc339_d:179:fwd,1.6388882398605347,3.0529837608337402,-1.6388882398605347,1.4986051321029663,7.680402755737305,factor_2,gemini_2.5_flash:abc339_d:179:fwd,760,gemini_2.5_flash:abc339_d:179,abc339_d,gemini_2.5_flash,fwd,hard,A,3.3305301666259766,3.331181287765503,-3.4761319160461426,9.582099914550781,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:3211:325:bwd,1.614212155342102,3.0283076763153076,-1.614212155342102,0.6326210498809814,-1.3819512128829956,factor_2,gemini_2.5_flash:3211:325:bwd,906,gemini_2.5_flash:3211:325,3211,gemini_2.5_flash,bwd,hard,B,1.0300453901290894,1.0367602109909058,0.9962575435638428,5.060358047485352,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
