item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,selected_order,pair_id,question_id,split,ordering,difficulty_meta,gold,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
qwen3_235b:3754:91:fwd,0.5877623,2.0018578,-0.5877623,-0.054939907,-0.0063407207,factor_1,qwen3_235b:3754:91:fwd,1491,qwen3_235b:3754:91,3754,qwen3_235b,fwd,hard,A,0.71205074,0.7220951,0.5865514,3.417164
claude_3.7_sonnet:3629:69:bwd,0.5847897,1.9988852,-0.5847897,0.66242486,-0.99748415,factor_2,claude_3.7_sonnet:3629:69:bwd,69,claude_3.7_sonnet:3629:69,3629,claude_3.7_sonnet,bwd,easy,B,0.9027069,0.91049,0.21432471,3.7834456
claude_4_opus:3649:60:bwd,0.5763776,1.990473,-0.5763776,0.6593032,-0.99390495,factor_2,claude_4_opus:3649:60:bwd,1678,claude_4_opus:3649:60,3649,claude_4_opus,bwd,easy,B,0.9021584,0.9099467,0.20697749,3.7739687
claude_4_sonnet:3423:58:fwd,0.5222863,1.9363818,-0.5222863,0.013302752,0.20526744,factor_2,claude_4_sonnet:3423:58:fwd,1876,claude_4_sonnet:3423:58,3423,claude_4_sonnet,fwd,hard,A,0.7433019,0.7529008,0.46069622,3.4120674
qwen3_235b:3192:17:fwd,0.51522,1.9293156,-0.51522,-0.096780814,-0.0061904364,factor_1,qwen3_235b:3192:17:fwd,1417,qwen3_235b:3192:17,3192,qwen3_235b,fwd,hard,A,0.72079873,0.7307146,0.4971149,3.3615162
gemini_2.5_pro:abc395_b:170:fwd,0.51520354,1.9292991,-0.51520354,-0.09678326,-0.0061875526,factor_1,gemini_2.5_pro:abc395_b:170:fwd,495,gemini_2.5_pro:abc395_b:170,abc395_b,gemini_2.5_pro,fwd,hard,A,0.7207982,0.73071414,0.4970994,3.3614988
gemini_2.5_pro:abc393_f:246:fwd,0.48785302,1.9019486,-0.48785302,0.017898764,0.29827768,factor_2,gemini_2.5_pro:abc393_f:246:fwd,571,gemini_2.5_pro:abc393_f:246,abc393_f,gemini_2.5_pro,fwd,hard,A,0.77240264,0.78161734,0.36997855,3.4339185
claude_4_sonnet:abc396_f:263:fwd,0.48296595,1.8970615,-0.48296595,0.253365,0.5461066,factor_2,claude_4_sonnet:abc396_f:263:fwd,2081,claude_4_sonnet:abc396_f:263,abc396_f,claude_4_sonnet,fwd,medium,A,0.92623913,0.93380415,0.06680524,3.7273178
claude_3.7_sonnet:2784:5:fwd,0.4808385,1.894934,-0.4808385,0.2531832,0.54628485,factor_2,claude_3.7_sonnet:2784:5:fwd,5,claude_3.7_sonnet:2784:5,2784,claude_3.7_sonnet,fwd,easy,A,0.9261152,0.93368137,0.06491852,3.7249496
claude_3.7_sonnet:3605:65:fwd,0.47556728,1.8896627,-0.47556728,0.2526678,0.5466561,factor_2,claude_3.7_sonnet:3605:65:fwd,65,claude_3.7_sonnet:3605:65,3605,claude_3.7_sonnet,fwd,easy,A,0.92573744,0.933307,0.060381055,3.7189445
qwen3_235b:abc370_d:157:bwd,0.45929155,1.8733871,-0.45929155,-0.4442295,-0.8996358,factor_2,qwen3_235b:abc370_d:157:bwd,1557,qwen3_235b:abc370_d:157,abc370_d,qwen3_235b,bwd,hard,B,1.1350992,1.1411011,-0.3631711,4.1099453
gemini_2.5_flash_lite:3655:130:bwd,0.45849764,1.8725932,-0.45849764,-0.44425103,-0.8992908,factor_2,gemini_2.5_flash_lite:3655:130:bwd,1141,gemini_2.5_flash_lite:3655:130,3655,gemini_2.5_flash_lite,bwd,hard,B,1.1350913,1.1410934,-0.36394978,4.109136
claude_3.7_sonnet:3587:62:bwd,0.45746714,1.8715627,-0.45746714,-0.14080743,-0.38659248,factor_2,claude_3.7_sonnet:3587:62:bwd,62,claude_3.7_sonnet:3587:62,3587,claude_3.7_sonnet,bwd,hard,B,0.83348775,0.84197885,0.22128415,3.5218413
gemini_2.5_flash_lite:abc318_c:203:bwd,0.45464554,1.868741,-0.45464554,-0.05210083,-0.9047303,factor_2,gemini_2.5_flash_lite:abc318_c:203:bwd,1214,gemini_2.5_flash_lite:abc318_c:203,abc318_c,gemini_2.5_flash_lite,bwd,hard,B,0.91902405,0.9266548,0.052497506,3.6849847
claude_4_sonnet:arc189_c:277:bwd,0.454632,1.8687276,-0.454632,-0.44436887,-0.897119,factor_2,claude_4_sonnet:arc189_c:277:bwd,2095,claude_4_sonnet:arc189_c:277,arc189_c,claude_4_sonnet,bwd,hard,B,1.1350062,1.1410089,-0.3676499,4.105105
qwen3_235b:abc379_d:165:bwd,0.4545662,1.8686618,-0.4545662,-0.052072864,-0.9045335,factor_2,qwen3_235b:abc379_d:165:bwd,1565,qwen3_235b:abc379_d:165,abc379_d,qwen3_235b,bwd,hard,B,0.91898245,0.9266136,0.052499056,3.6848245
gemini_2.5_flash_lite:abc339_d:240:bwd,0.45452464,1.8686202,-0.45452464,-0.05206713,-0.9044252,factor_2,gemini_2.5_flash_lite:abc339_d:240:bwd,1251,gemini_2.5_flash_lite:abc339_d:240,abc339_d,gemini_2.5_flash_lite,bwd,easy,B,0.9189577,0.9265891,0.052505493,3.6847348
claude_4_sonnet:3733:111:bwd,0.45448327,1.8685788,-0.45448327,-0.44437748,-0.8968399,factor_2,claude_4_sonnet:3733:111:bwd,1929,claude_4_sonnet:3733:111,3733,claude_4_sonnet,bwd,easy,B,1.1349833,1.1409861,-0.36775386,4.1049113
gemini_2.5_flash_lite:abc364_c:288:bwd,0.45445663,1.8685522,-0.45445663,-0.052179206,-0.90391165,factor_2,gemini_2.5_flash_lite:abc364_c:288:bwd,1299,gemini_2.5_flash_lite:abc364_c:288,abc364_c,gemini_2.5_flash_lite,bwd,easy,B,0.91880983,0.92644256,0.05272472,3.6843796
gemini_2.5_flash_lite:3677:133:bwd,0.45440862,1.8685042,-0.45440862,-0.052053846,-0.9042595,factor_2,gemini_2.5_flash_lite:3677:133:bwd,1144,gemini_2.5_flash_lite:3677:133,3677,gemini_2.5_flash_lite,bwd,hard,B,0.91892236,0.9265541,0.052458167,3.6845503
gemini_2.5_flash:3451:344:bwd,0.4542936,1.8683891,-0.4542936,-0.052030727,-0.9040495,factor_2,gemini_2.5_flash:3451:344:bwd,925,gemini_2.5_flash:3451:344,3451,gemini_2.5_flash,bwd,hard,B,0.9188775,0.9265096,0.052430272,3.684348
gemini_2.5_pro:abc399_e:250:bwd,0.45404437,1.8681399,-0.45404437,-0.44436112,-0.8958717,factor_2,gemini_2.5_pro:abc399_e:250:bwd,575,gemini_2.5_pro:abc399_e:250,abc399_e,gemini_2.5_pro,bwd,hard,B,1.1348723,1.1408757,-0.36797655,4.104256
qwen3_235b:abc364_f:150:bwd,0.45403486,1.8681304,-0.45403486,-0.4444924,-0.89658374,factor_2,qwen3_235b:abc364_f:150:bwd,1550,qwen3_235b:abc364_f:150,abc364_f,qwen3_235b,bwd,hard,B,1.1350379,1.1410402,-0.3683083,4.1045694
claude_4_opus:2919:9:bwd,0.4539331,1.8680286,-0.4539331,-0.44448975,-0.8957596,factor_2,claude_4_opus:2919:9:bwd,1627,claude_4_opus:2919:9,2919,claude_4_opus,bwd,hard,B,1.1349447,1.1409477,-0.3682289,4.104286
qwen3_235b:abc339_d:130:bwd,0.45381638,1.8679119,-0.45381638,-0.44444358,-0.8963578,factor_2,qwen3_235b:abc339_d:130:bwd,1530,qwen3_235b:abc339_d:130,abc339_d,qwen3_235b,bwd,hard,B,1.1349859,1.1409886,-0.36842573,4.1042495
gemini_2.5_flash:abc345_d:186:bwd,0.4537271,1.8678226,-0.4537271,-0.4444173,-0.89630944,factor_2,gemini_2.5_flash:abc345_d:186:bwd,767,gemini_2.5_flash:abc345_d:186,abc345_d,gemini_2.5_flash,bwd,hard,B,1.1349652,1.1409681,-0.36847496,4.1041203
claude_4_sonnet:3442:60:bwd,0.45264512,1.8667407,-0.45264512,-0.4443762,-0.8951728,factor_2,claude_4_sonnet:3442:60:bwd,1878,claude_4_sonnet:3442:60,3442,claude_4_sonnet,bwd,hard,B,1.1348335,1.1408372,-0.36930013,4.1027813
claude_4_opus:3000:11:bwd,0.41494423,1.8290398,-0.41494423,-0.19020505,-0.4451793,factor_2,claude_4_opus:3000:11:bwd,1629,claude_4_opus:3000:11,3000,claude_4_opus,bwd,hard,B,0.88312155,0.8910943,0.082494855,3.575585
claude_4_sonnet:3498:72:fwd,0.39890993,1.8130054,-0.39890993,0.13337755,0.11672794,factor_1,claude_4_sonnet:3498:72:fwd,1890,claude_4_sonnet:3498:72,3498,claude_4_sonnet,fwd,medium,A,0.72469234,0.734552,0.3732835,3.2527275
claude_4_sonnet:abc400_e:269:bwd,0.37198842,1.7860839,-0.37198842,-0.2136467,-0.002421781,factor_1,claude_4_sonnet:abc400_e:269:bwd,2087,claude_4_sonnet:abc400_e:269,abc400_e,claude_4_sonnet,bwd,hard,B,0.75764376,0.7670498,0.28266633,3.2895017
claude_4_sonnet:3091:27:bwd,0.3705743,1.7846699,-0.3705743,-0.025919197,-0.13346234,factor_2,claude_4_sonnet:3091:27:bwd,1845,claude_4_sonnet:3091:27,3091,claude_4_sonnet,bwd,hard,B,0.6931643,0.7034963,0.40581715,3.1635227
qwen3_235b:3571:56:bwd,0.36954194,1.7836375,-0.36954194,-0.026013825,-0.13338111,factor_2,qwen3_235b:3571:56:bwd,1456,qwen3_235b:3571:56,3571,qwen3_235b,bwd,hard,B,0.6931341,0.7034666,0.40484297,3.1624322
claude_4_opus:3686:66:fwd,0.34981367,1.7639092,-0.34981367,0.089464284,0.06591956,factor_1,claude_4_opus:3686:66:fwd,1684,claude_4_opus:3686:66,3686,claude_4_opus,fwd,easy,A,0.69360113,0.70392627,0.3842137,3.1436048
gemini_2.5_pro:abc326_d:225:fwd,0.34650913,1.7606046,-0.34650913,0.08912876,0.06624895,factor_1,gemini_2.5_pro:abc326_d:225:fwd,550,gemini_2.5_pro:abc326_d:225,abc326_d,gemini_2.5_pro,fwd,hard,A,0.6934788,0.70380586,0.38114512,3.1400642
gemini_2.5_flash_lite:3192:37:fwd,0.34635004,1.7604456,-0.34635004,0.08911369,0.06626506,factor_1,gemini_2.5_flash_lite:3192:37:fwd,1048,gemini_2.5_flash_lite:3192:37,3192,gemini_2.5_flash_lite,fwd,hard,A,0.6934733,0.7038004,0.38099682,3.1398945
claude_4_sonnet:abc346_e:191:bwd,0.30714232,1.7212379,-0.30714232,-0.59082747,0.5702791,factor_1,claude_4_sonnet:abc346_e:191:bwd,2009,claude_4_sonnet:abc346_e:191,abc346_e,claude_4_sonnet,bwd,hard,B,0.88367456,0.8916419,-0.0263803,3.468856
qwen3_235b:arc189_c:214:bwd,0.28966415,1.7037597,-0.28966415,0.056249987,-0.32998627,factor_2,qwen3_235b:arc189_c:214:bwd,1614,qwen3_235b:arc189_c:214,arc189_c,qwen3_235b,bwd,hard,B,0.74806774,0.75760174,0.21886027,3.1886592
gemini_2.5_pro:arc196_c:254:fwd,0.26170987,1.6758053,-0.26170987,0.7381087,0.24474196,factor_1,gemini_2.5_pro:arc196_c:254:fwd,579,gemini_2.5_pro:arc196_c:254,arc196_c,gemini_2.5_pro,fwd,medium,A,1.1842101,1.1899189,-0.6564357,4.008046
gemini_2.5_pro:abc384_f:152:fwd,0.2595705,1.673666,-0.2595705,0.099039294,0.16641599,factor_2,gemini_2.5_pro:abc384_f:152:fwd,477,gemini_2.5_pro:abc384_f:152,abc384_f,gemini_2.5_pro,fwd,medium,A,0.7233185,0.733198,0.2365979,3.110734
claude_3.7_sonnet:abc328_e:269:fwd,0.25811365,1.6722091,-0.25811365,0.098897815,0.16655567,factor_2,claude_3.7_sonnet:abc328_e:269:fwd,269,claude_3.7_sonnet:abc328_e:269,abc328_e,claude_3.7_sonnet,fwd,easy,A,0.7232798,0.73315984,0.23521578,3.1092024
gemini_2.5_pro:abc367_e:125:bwd,0.19285426,1.6069498,-0.19285426,-1.1136013,0.9093232,factor_1,gemini_2.5_pro:abc367_e:125:bwd,450,gemini_2.5_pro:abc367_e:125,abc367_e,gemini_2.5_pro,bwd,hard,B,0.9629849,0.97022945,-0.2946999,3.5085995
gemini_2.5_flash_lite:3563:108:bwd,0.18444118,1.5985367,-0.18444118,-1.0653491,0.8661574,factor_1,gemini_2.5_flash_lite:3563:108:bwd,1119,gemini_2.5_flash_lite:3563:108,3563,gemini_2.5_flash_lite,bwd,hard,B,0.9550663,0.96237797,-0.28772414,3.4847975
gemini_2.5_pro:abc379_f:240:bwd,0.18278824,1.5968838,-0.18278824,-0.9618573,0.7821798,factor_1,gemini_2.5_pro:abc379_f:240:bwd,565,gemini_2.5_pro:abc379_f:240,abc379_f,gemini_2.5_pro,bwd,medium,B,0.95396465,0.9612857,-0.2872362,3.4810038
gemini_2.5_flash:3223:326:bwd,0.17873909,1.5928346,-0.17873909,-0.16130929,-0.19155696,factor_2,gemini_2.5_flash:3223:326:bwd,907,gemini_2.5_flash:3223:326,3223,gemini_2.5_flash,bwd,hard,B,0.7698737,0.7791207,0.06575799,3.1199112
claude_3.7_sonnet:abc380_e:156:bwd,0.16380799,1.5779035,-0.16380799,-0.31163493,0.07797276,factor_1,claude_3.7_sonnet:abc380_e:156:bwd,156,claude_3.7_sonnet:abc380_e:156,abc380_e,claude_3.7_sonnet,bwd,medium,B,0.77983075,0.78895175,0.031558037,3.124249
gemini_2.5_pro:3575:34:fwd,0.16266333,1.5767589,-0.16266333,0.93453777,0.24803606,factor_1,gemini_2.5_pro:3575:34:fwd,359,gemini_2.5_pro:3575:34,3575,gemini_2.5_pro,fwd,hard,A,1.18346,1.1891731,-0.75402045,3.9075382
gemini_2.5_flash:3550:66:fwd,0.16251035,1.5766059,-0.16251035,0.9347145,0.24812213,factor_1,gemini_2.5_flash:3550:66:fwd,647,gemini_2.5_flash:3550:66,3550,gemini_2.5_flash,fwd,medium,A,1.1835399,1.1892525,-0.7543291,3.9075408
claude_4_sonnet:3608:85:fwd,0.16194281,1.5760384,-0.16194281,0.93490565,0.2479882,factor_1,claude_4_sonnet:3608:85:fwd,1903,claude_4_sonnet:3608:85,3608,claude_4_sonnet,fwd,easy,A,1.1833794,1.189093,-0.75458384,3.9066606
gemini_2.5_flash:abc365_d:394:fwd,0.16183585,1.5759313,-0.16183585,0.9348598,0.2480582,factor_1,gemini_2.5_flash:abc365_d:394:fwd,975,gemini_2.5_flash:abc365_d:394,abc365_d,gemini_2.5_flash,fwd,hard,A,1.1833985,1.189112,-0.7547281,3.9065907
gemini_2.5_flash_lite:3784:165:fwd,0.16054998,1.5746455,-0.16054998,0.93478656,0.2483259,factor_1,gemini_2.5_flash_lite:3784:165:fwd,1176,gemini_2.5_flash_lite:3784:165,3784,gemini_2.5_flash_lite,fwd,medium,A,1.1833267,1.1890407,-0.75587416,3.9051652
claude_4_sonnet:arc195_a:282:fwd,0.15954219,1.5736377,-0.15954219,0.9348649,0.24839778,factor_1,claude_4_sonnet:arc195_a:282:fwd,2100,claude_4_sonnet:arc195_a:282,arc195_a,claude_4_sonnet,fwd,medium,A,1.183204,1.1889187,-0.75664306,3.9039185
claude_3.7_sonnet:3496:228:fwd,0.15886146,1.572957,-0.15886146,0.9349829,0.24847397,factor_1,claude_3.7_sonnet:3496:228:fwd,228,claude_3.7_sonnet:3496:228,3496,claude_3.7_sonnet,fwd,medium,A,1.1831584,1.1888733,-0.7572346,3.9031487
claude_4_sonnet:abc309_e:139:fwd,0.15853325,1.5726287,-0.15853325,0.9349178,0.24880995,factor_1,claude_4_sonnet:abc309_e:139:fwd,1957,claude_4_sonnet:abc309_e:139,abc309_e,claude_4_sonnet,fwd,hard,A,1.1833255,1.1890395,-0.75788856,3.903146
claude_4_sonnet:3239:38:fwd,0.15737605,1.5714716,-0.15737605,0.93486977,0.24885388,factor_1,claude_4_sonnet:3239:38:fwd,1856,claude_4_sonnet:3239:38,3239,claude_4_sonnet,fwd,hard,A,1.1831205,1.1888355,-0.75864613,3.9015894
gemini_2.5_flash:abc322_d:371:fwd,0.15727782,1.5713733,-0.15727782,0.93496776,0.24884573,factor_1,gemini_2.5_flash:abc322_d:371:fwd,952,gemini_2.5_flash:abc322_d:371,abc322_d,gemini_2.5_flash,fwd,hard,A,1.183121,1.1888361,-0.75874555,3.901492
claude_4_sonnet:abc325_e:161:fwd,0.15155903,1.5656545,-0.15155903,0.9352722,0.24966902,factor_1,claude_4_sonnet:abc325_e:161:fwd,1979,claude_4_sonnet:abc325_e:161,abc325_e,claude_4_sonnet,fwd,easy,A,1.1826962,1.1884137,-0.76363635,3.8949454
gemini_2.5_pro:abc396_g:249:fwd,0.1510444,1.5651399,-0.1510444,0.9348767,0.24979678,factor_1,gemini_2.5_pro:abc396_g:249:fwd,574,gemini_2.5_pro:abc396_g:249,abc396_g,gemini_2.5_pro,fwd,easy,A,1.182589,1.1883072,-0.7639421,3.8942218
gemini_2.5_flash:abc377_e:233:fwd,0.14708325,1.5611788,-0.14708325,0.935423,0.25042138,factor_1,gemini_2.5_flash:abc377_e:233:fwd,814,gemini_2.5_flash:abc377_e:233,abc377_e,gemini_2.5_flash,fwd,hard,A,1.1824223,1.1881413,-0.76757824,3.889936
gemini_2.5_pro:arc189_c:192:fwd,0.1462309,1.5603265,-0.1462309,-0.104829796,0.54310596,factor_2,gemini_2.5_pro:arc189_c:192:fwd,517,gemini_2.5_pro:arc189_c:192,arc189_c,gemini_2.5_pro,fwd,hard,A,0.8434825,0.85186464,-0.10932827,3.2299812
gemini_2.5_pro:3637:43:fwd,0.14120018,1.5552957,-0.14120018,0.93546,0.25146335,factor_1,gemini_2.5_pro:3637:43:fwd,368,gemini_2.5_pro:3637:43,3637,gemini_2.5_pro,fwd,medium,A,1.1820616,1.1877828,-0.7727585,3.88335
qwen3_235b:abc387_c:187:fwd,0.11130885,1.5254043,-0.11130885,-1.1641626,2.1178002,factor_2,qwen3_235b:abc387_c:187:fwd,1587,qwen3_235b:abc387_c:187,abc387_c,qwen3_235b,fwd,medium,A,1.2015507,1.2071613,-0.84063184,3.8914404
claude_3.7_sonnet:abc386_d:309:fwd,0.09672451,1.51082,-0.09672451,-1.1979673,2.1767642,factor_2,claude_3.7_sonnet:abc386_d:309:fwd,309,claude_3.7_sonnet:abc386_d:309,abc386_d,claude_3.7_sonnet,fwd,hard,A,1.2097073,1.2152724,-0.8711139,3.892754
gemini_2.5_flash_lite:abc325_f:218:fwd,0.09317103,1.5072665,-0.09317103,-0.12009862,0.88334626,factor_2,gemini_2.5_flash_lite:abc325_f:218:fwd,1229,gemini_2.5_flash_lite:abc325_f:218,abc325_f,gemini_2.5_flash_lite,fwd,hard,A,0.9521419,0.9594786,-0.37331164,3.3878446
gemini_2.5_flash_lite:2839:9:fwd,0.09308842,1.5071839,-0.09308842,-0.12010522,0.883283,factor_2,gemini_2.5_flash_lite:2839:9:fwd,1020,gemini_2.5_flash_lite:2839:9,2839,gemini_2.5_flash_lite,fwd,medium,A,0.95211506,0.959452,-0.37334204,3.3877099
claude_4_sonnet:3754:115:fwd,0.09305752,1.507153,-0.09305752,-0.120174184,0.8837042,factor_2,claude_4_sonnet:3754:115:fwd,1933,claude_4_sonnet:3754:115,3754,claude_4_sonnet,fwd,hard,A,0.9522372,0.9595731,-0.37361026,3.3879163
gemini_2.5_flash_lite:3354:63:fwd,0.092596844,1.5066924,-0.092596844,-0.12023696,0.883475,factor_2,gemini_2.5_flash_lite:3354:63:fwd,1074,gemini_2.5_flash_lite:3354:63,3354,gemini_2.5_flash_lite,fwd,medium,A,0.9521238,0.9594607,-0.37385058,3.3872354
gemini_2.5_flash:abc391_g:275:fwd,0.092514314,1.5066098,-0.092514314,-0.12037891,0.88417697,factor_2,gemini_2.5_flash:abc391_g:275:fwd,856,gemini_2.5_flash:abc391_g:275,abc391_g,gemini_2.5_flash,fwd,hard,A,0.9523227,0.9596579,-0.3743198,3.3875394
gemini_2.5_flash:abc380_e:241:fwd,0.092291355,1.5063869,-0.092291355,-0.120404065,0.88407606,factor_2,gemini_2.5_flash:abc380_e:241:fwd,822,gemini_2.5_flash:abc380_e:241,abc380_e,gemini_2.5_flash,fwd,medium,A,0.9522713,0.9596069,-0.3744427,3.3872166
gemini_2.5_pro:3150:207:fwd,0.09225271,1.5063483,-0.09225271,-0.12040224,0.88450724,factor_2,gemini_2.5_pro:3150:207:fwd,532,gemini_2.5_pro:3150:207,3150,gemini_2.5_pro,fwd,hard,A,0.9524022,0.95973665,-0.3747356,3.387432
claude_4_sonnet:abc378_e:233:fwd,0.081213705,1.4953092,-0.081213705,0.21504264,0.06847297,factor_1,claude_4_sonnet:abc378_e:233:fwd,2051,claude_4_sonnet:abc378_e:233,abc378_e,claude_4_sonnet,fwd,medium,A,0.7493625,0.758879,0.007906318,2.9827123
claude_4_opus:abc346_e:135:fwd,0.073325105,1.4874207,-0.073325105,-0.12473699,-0.072648816,factor_1,claude_4_opus:abc346_e:135:fwd,1753,claude_4_opus:abc346_e:135,abc346_e,claude_4_opus,fwd,hard,A,0.7084307,0.71852905,0.07910371,2.8957376
gemini_2.5_pro:abc374_g:133:bwd,0.039202124,1.4532976,-0.039202124,-0.010417193,-0.031252537,factor_2,gemini_2.5_pro:abc374_g:133:bwd,458,gemini_2.5_pro:abc374_g:133,abc374_g,gemini_2.5_pro,bwd,hard,B,0.70868444,0.71877897,0.044490814,2.8621044
gemini_2.5_pro:arc182_e:182:bwd,0.038961843,1.4530574,-0.038961843,-0.010431073,-0.031222416,factor_2,gemini_2.5_pro:arc182_e:182:bwd,507,gemini_2.5_pro:arc182_e:182,arc182_e,gemini_2.5_pro,bwd,hard,B,0.70868295,0.7187775,0.04425347,2.8618612
qwen3_235b:3786:101:bwd,0.038242657,1.4523382,-0.038242657,0.05206691,-0.10237236,factor_2,qwen3_235b:3786:101:bwd,1501,qwen3_235b:3786:101,3786,qwen3_235b,bwd,hard,B,0.6819199,0.69243026,0.09517491,2.8095016
claude_4_sonnet:abc384_e:243:fwd,0.02989781,1.4439933,-0.02989781,-0.019226143,0.10642016,factor_2,claude_4_sonnet:abc384_e:243:fwd,2061,claude_4_sonnet:abc384_e:243,abc384_e,claude_4_sonnet,fwd,hard,A,0.6814825,0.6919999,0.087673426,2.8003132
qwen3_235b:abc351_d:141:fwd,0.029131113,1.4432266,-0.029131113,-0.014982638,0.10604063,factor_2,qwen3_235b:abc351_d:141:fwd,1541,qwen3_235b:abc351_d:141,abc351_d,qwen3_235b,fwd,medium,A,0.6811193,0.69164264,0.087607026,2.7988462
gemini_2.5_pro:arc188_a:190:fwd,0.0072127203,1.4213083,-0.0072127203,-6.9865675,8.520534,factor_2,gemini_2.5_pro:arc188_a:190:fwd,515,gemini_2.5_pro:arc188_a:190,arc188_a,gemini_2.5_pro,fwd,medium,A,3.4893255,3.4897993,-5.4186983,8.261315
claude_4_sonnet:2832:6:fwd,0.005073544,1.4191691,-0.005073544,-0.1224836,-0.024204917,factor_1,claude_4_sonnet:2832:6:fwd,1824,claude_4_sonnet:2832:6,2832,claude_4_sonnet,fwd,medium,A,0.6969542,0.7072273,0.03300357,2.8053346
gemini_2.5_flash_lite:3080:32:fwd,-0.00018242495,1.4139131,0.00018242495,0.2180324,0.12789547,factor_1,gemini_2.5_flash_lite:3080:32:fwd,1043,gemini_2.5_flash_lite:3080:32,3080,gemini_2.5_flash_lite,fwd,easy,A,0.7750115,0.7841931,-0.12310541,2.9509315
claude_4_sonnet:abc360_d:206:bwd,-0.029100068,1.3849955,0.029100068,0.019281376,-0.10652316,factor_2,claude_4_sonnet:abc360_d:206:bwd,2024,claude_4_sonnet:abc360_d:206,abc360_d,claude_4_sonnet,bwd,medium,B,0.6814831,0.6920005,0.028674483,2.7413163
claude_4_sonnet:abc344_e:188:bwd,-0.029196307,1.3848993,0.029196307,0.019274881,-0.10650662,factor_2,claude_4_sonnet:abc344_e:188:bwd,2006,claude_4_sonnet:abc344_e:188,abc344_e,claude_4_sonnet,bwd,easy,B,0.6814821,0.6919995,0.028580189,2.7412183
claude_3.7_sonnet:3229:26:bwd,-0.02941526,1.3846803,0.02941526,0.019262297,-0.1065005,factor_2,claude_3.7_sonnet:3229:26:bwd,26,claude_3.7_sonnet:3229:26,3229,claude_3.7_sonnet,bwd,medium,B,0.6814874,0.69200474,0.02835095,2.7410097
gemini_2.5_flash:abc358_e:202:fwd,-0.048637904,1.3654577,0.048637904,-5.0847135,6.401325,factor_2,gemini_2.5_flash:abc358_e:202:fwd,783,gemini_2.5_flash:abc358_e:202,abc358_e,gemini_2.5_flash,fwd,hard,A,2.3729615,2.374969,-3.2894816,6.0203967
claude_3.7_sonnet:2850:11:fwd,-0.07323303,1.3408625,0.07323303,0.12474519,0.07264992,factor_1,claude_3.7_sonnet:2850:11:fwd,11,claude_3.7_sonnet:2850:11,2850,claude_3.7_sonnet,fwd,medium,A,0.70843196,0.71853024,-0.06745672,2.7491817
claude_4_sonnet:abc385_e:246:bwd,-0.081356056,1.3327395,0.081356056,-0.21511863,-0.06843517,factor_1,claude_4_sonnet:abc385_e:246:bwd,2064,claude_4_sonnet:abc385_e:246,abc385_e,claude_4_sonnet,bwd,hard,B,0.7493877,0.75890386,-0.15471208,2.820191
gemini_2.5_flash:abc378_d:236:bwd,-0.08582087,1.3282746,0.08582087,1.2234462,-2.2316055,factor_2,gemini_2.5_flash:abc378_d:236:bwd,817,gemini_2.5_flash:abc378_d:236,abc378_d,gemini_2.5_flash,bwd,hard,B,1.2156826,1.2212149,-1.0653065,3.7218556
gemini_2.5_flash_lite:3690:138:bwd,-0.08997754,1.324118,0.08997754,0.021324512,-0.05806784,factor_2,gemini_2.5_flash_lite:3690:138:bwd,1149,gemini_2.5_flash_lite:3690:138,3690,gemini_2.5_flash_lite,bwd,easy,B,0.6742037,0.6848398,-0.018167973,2.666404
gemini_2.5_flash_lite:3604:117:bwd,-0.090878,1.3232175,0.090878,0.021247754,-0.057975918,factor_2,gemini_2.5_flash_lite:3604:117:bwd,1128,gemini_2.5_flash_lite:3604:117,3604,gemini_2.5_flash_lite,bwd,easy,B,0.6742139,0.6848498,-0.01908815,2.665523
claude_3.7_sonnet:abc372_c:148:bwd,-0.09110561,1.32299,0.09110561,1.2101982,-2.2060642,factor_2,claude_3.7_sonnet:abc372_c:148:bwd,148,claude_3.7_sonnet:abc372_c:148,abc372_c,claude_3.7_sonnet,bwd,easy,B,1.2125604,1.2181098,-1.0645053,3.7104852
gemini_2.5_pro:abc375_f:238:bwd,-0.091718026,1.3223774,0.091718026,1.2035657,-2.19161,factor_2,gemini_2.5_pro:abc375_f:238:bwd,563,gemini_2.5_pro:abc375_f:238,abc375_f,gemini_2.5_pro,bwd,easy,B,1.2105986,1.2161589,-1.0612941,3.706049
claude_4_opus:3265:24:bwd,-0.0917704,1.3223251,0.0917704,1.2080232,-2.2018242,factor_2,claude_4_opus:3265:24:bwd,1642,claude_4_opus:3265:24,3265,claude_4_opus,bwd,easy,B,1.2120053,1.2175578,-1.0640882,3.7087383
gemini_2.5_flash_lite:abc314_d:199:bwd,-0.09238581,1.3217098,0.09238581,0.12036031,-0.88443625,factor_2,gemini_2.5_flash_lite:abc314_d:199:bwd,1210,gemini_2.5_flash_lite:abc314_d:199,abc314_d,gemini_2.5_flash_lite,bwd,medium,B,0.9523945,0.959729,-0.5593592,3.2027788
claude_3.7_sonnet:abc338_a:275:bwd,-0.09252824,1.3215673,0.09252824,0.120262064,-0.883574,factor_2,claude_3.7_sonnet:abc338_a:275:bwd,275,claude_3.7_sonnet:abc338_a:275,abc338_a,claude_3.7_sonnet,bwd,medium,B,0.9521468,0.9594835,-0.5590204,3.202155
