item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,selected_order,pair_id,question_id,split,ordering,difficulty_meta,gold,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
gemini_2.5_flash:3571:72:fwd,4.670407,6.3061585,-4.670407,-4.8742623,factor_1,gemini_2.5_flash:3571:72:fwd,653,gemini_2.5_flash:3571:72,3571,gemini_2.5_flash,fwd,hard,A,1.9335554,1.9344261,2.5146835,10.097633
gemini_2.5_flash:abc339_d:179:fwd,4.6361933,6.271945,-4.6361933,-4.7837496,factor_1,gemini_2.5_flash:abc339_d:179:fwd,760,gemini_2.5_flash:abc339_d:179,abc339_d,gemini_2.5_flash,fwd,hard,A,1.9167867,1.917681,2.5132902,10.0306
gemini_2.5_flash:3091:20:fwd,4.6165957,6.2523475,-4.6165957,-4.8210144,factor_1,gemini_2.5_flash:3091:20:fwd,601,gemini_2.5_flash:3091:20,3091,gemini_2.5_flash,fwd,hard,A,1.9218907,1.9227779,2.4837027,10.020992
gemini_2.5_flash_lite:3696:140:bwd,4.5984163,6.234168,-4.5984163,2.6656916,factor_1,gemini_2.5_flash_lite:3696:140:bwd,1151,gemini_2.5_flash_lite:3696:140,3696,gemini_2.5_flash_lite,bwd,medium,B,1.265336,1.2674685,3.74993,8.718407
claude_3.7_sonnet:3297:31:bwd,4.587659,6.2234106,-4.587659,2.6605606,factor_1,claude_3.7_sonnet:3297:31:bwd,31,claude_3.7_sonnet:3297:31,3297,claude_3.7_sonnet,bwd,medium,B,1.2647464,1.2668804,3.740325,8.706496
claude_3.7_sonnet:3381:217:bwd,4.5585084,6.19426,-4.5585084,2.6441236,factor_1,claude_3.7_sonnet:3381:217:bwd,217,claude_3.7_sonnet:3381:217,3381,claude_3.7_sonnet,bwd,hard,B,1.2626784,1.2648177,3.7152174,8.673303
claude_3.7_sonnet:arc194_e:182:bwd,4.5489073,6.184659,-4.5489073,2.6398215,factor_1,claude_3.7_sonnet:arc194_e:182:bwd,182,claude_3.7_sonnet:arc194_e:182,arc194_e,claude_3.7_sonnet,bwd,medium,B,1.2621986,1.2643392,3.7065542,8.662764
claude_3.7_sonnet:abc396_g:170:bwd,4.5002985,6.13605,-4.5002985,2.613165,factor_1,claude_3.7_sonnet:abc396_g:170:bwd,170,claude_3.7_sonnet:abc396_g:170,abc396_g,claude_3.7_sonnet,bwd,medium,B,1.2588567,1.2610061,3.6644783,8.607622
claude_3.7_sonnet:3794:247:fwd,4.484039,6.1197906,-4.484039,-1.7573948,factor_1,claude_3.7_sonnet:3794:247:fwd,247,claude_3.7_sonnet:3794:247,3794,claude_3.7_sonnet,fwd,medium,A,2.3824291,2.3827493,1.4496017,10.78998
gemini_2.5_flash:arc196_c:302:fwd,4.37588,6.0116315,-4.37588,-1.2719271,factor_1,gemini_2.5_flash:arc196_c:302:fwd,883,gemini_2.5_flash:arc196_c:302,arc196_c,gemini_2.5_flash,fwd,hard,A,5.2046466,5.2028365,-4.185928,16.20919
gemini_2.5_flash:abc324_d:161:fwd,4.3432236,5.9789753,-4.3432236,-4.545805,factor_1,gemini_2.5_flash:abc324_d:161:fwd,742,gemini_2.5_flash:abc324_d:161,abc324_d,gemini_2.5_flash,fwd,hard,A,1.8640833,1.8650537,2.32347,9.63448
gemini_2.5_flash:abc394_f:420:bwd,4.229848,5.8655996,-4.229848,2.4676793,factor_1,gemini_2.5_flash:abc394_f:420:bwd,1001,gemini_2.5_flash:abc394_f:420,abc394_f,gemini_2.5_flash,bwd,hard,B,1.2402164,1.242416,3.4304643,8.300735
claude_4_opus:abc314_f:105:bwd,4.1813874,5.817139,-4.1813874,4.104596,factor_1,claude_4_opus:abc314_f:105:bwd,1723,claude_4_opus:abc314_f:105,abc314_f,claude_4_opus,bwd,medium,B,1.9593122,1.9601471,1.9752507,9.659027
gemini_2.5_flash:abc387_f:261:fwd,4.1216908,5.7574425,-4.1216908,-4.350723,factor_1,gemini_2.5_flash:abc387_f:261:fwd,842,gemini_2.5_flash:abc387_f:261,abc387_f,gemini_2.5_flash,fwd,medium,A,1.8244123,1.8254421,2.179576,9.335309
claude_4_opus:abc394_f:181:bwd,3.9321063,5.567858,-3.9321063,2.3076353,factor_1,claude_4_opus:abc394_f:181:bwd,1799,claude_4_opus:abc394_f:181,abc394_f,claude_4_opus,bwd,hard,B,1.218584,1.2208432,3.1750054,7.960711
claude_4_sonnet:3686:103:bwd,3.2416675,4.8774195,-3.2416675,1.1527214,factor_1,claude_4_sonnet:3686:103:bwd,1921,claude_4_sonnet:3686:103,3686,claude_4_sonnet,bwd,medium,B,1.193422,1.195753,2.5337436,7.221095
claude_4_sonnet:abc353_e:200:bwd,3.2387226,4.8744745,-3.2387226,1.151366,factor_1,claude_4_sonnet:abc353_e:200:bwd,2018,claude_4_sonnet:abc353_e:200,abc353_e,claude_4_sonnet,bwd,medium,B,1.1931016,1.1954335,2.5314248,7.2175245
gemini_2.5_pro:abc350_d:104:bwd,3.2259796,4.8617315,-3.2259796,1.1460518,factor_1,gemini_2.5_pro:abc350_d:104:bwd,429,gemini_2.5_pro:abc350_d:104,abc350_d,gemini_2.5_pro,bwd,hard,B,1.1915368,1.1938732,2.52174,7.201723
claude_4_sonnet:3563:78:bwd,3.2173877,4.8531394,-3.2173877,1.1423072,factor_1,claude_4_sonnet:3563:78:bwd,1896,claude_4_sonnet:3563:78,3563,claude_4_sonnet,bwd,hard,B,1.1905279,1.1928673,2.5151196,7.1911592
claude_4_sonnet:abc337_d:177:bwd,3.2010412,4.836793,-3.2010412,1.1356881,factor_1,claude_4_sonnet:abc337_d:177:bwd,1995,claude_4_sonnet:abc337_d:177,abc337_d,claude_4_sonnet,bwd,easy,B,1.1884422,1.1907877,2.502849,7.170737
gemini_2.5_pro:3657:47:bwd,3.1917503,4.8275023,-3.1917503,1.1312152,factor_1,gemini_2.5_pro:3657:47:bwd,372,gemini_2.5_pro:3657:47,3657,gemini_2.5_pro,bwd,hard,B,1.1874694,1.1898177,2.4954596,7.159545
gemini_2.5_pro:3291:209:bwd,3.1844115,4.8201632,-3.1844115,1.128948,factor_1,gemini_2.5_pro:3291:209:bwd,534,gemini_2.5_pro:3291:209,3291,gemini_2.5_pro,bwd,hard,B,1.1863112,1.1886629,2.4903839,7.1499424
gemini_2.5_flash_lite:3454:82:bwd,3.175139,4.8108907,-3.175139,1.124756,factor_1,gemini_2.5_flash_lite:3454:82:bwd,1093,gemini_2.5_flash_lite:3454:82,3454,gemini_2.5_flash_lite,bwd,medium,B,1.1852492,1.187604,2.483187,7.1385946
claude_4_opus:abc376_c:160:bwd,3.170052,4.805804,-3.170052,1.1227955,factor_1,claude_4_opus:abc376_c:160:bwd,1778,claude_4_opus:abc376_c:160,abc376_c,claude_4_opus,bwd,hard,B,1.184562,1.1869187,2.479443,7.1321645
gemini_2.5_flash:abc392_g:418:bwd,3.1658125,4.801564,-3.1658125,1.1209128,factor_1,gemini_2.5_flash:abc392_g:418:bwd,999,gemini_2.5_flash:abc392_g:418,abc392_g,gemini_2.5_flash,bwd,hard,B,1.1840634,1.1864218,2.4761775,7.126951
gemini_2.5_pro:abc325_d:90:bwd,3.1578429,4.793595,-3.1578429,1.1176492,factor_1,gemini_2.5_pro:abc325_d:90:bwd,415,gemini_2.5_pro:abc325_d:90,abc325_d,gemini_2.5_pro,bwd,hard,B,1.183041,1.1854023,2.4702063,7.1169834
gemini_2.5_pro:3297:9:bwd,3.1534317,4.7891836,-3.1534317,1.1159403,factor_1,gemini_2.5_pro:3297:9:bwd,334,gemini_2.5_pro:3297:9,3297,gemini_2.5_pro,bwd,hard,B,1.1824447,1.1848078,2.4669604,7.111407
gemini_2.5_pro:abc348_e:101:bwd,3.1513746,4.7871265,-3.1513746,1.1150215,factor_1,gemini_2.5_pro:abc348_e:101:bwd,426,gemini_2.5_pro:abc348_e:101,abc348_e,gemini_2.5_pro,bwd,medium,B,1.1822028,1.1845666,2.465376,7.108877
gemini_2.5_flash:abc330_e:168:bwd,3.1454272,4.781179,-3.1454272,1.1127566,factor_1,gemini_2.5_flash:abc330_e:168:bwd,749,gemini_2.5_flash:abc330_e:168,abc330_e,gemini_2.5_flash,bwd,hard,B,1.1813859,1.1837521,2.4610248,7.101333
gemini_2.5_pro:abc349_e:103:bwd,3.1393054,4.7750573,-3.1393054,1.1101242,factor_1,gemini_2.5_pro:abc349_e:103:bwd,428,gemini_2.5_pro:abc349_e:103,abc349_e,gemini_2.5_pro,bwd,hard,B,1.1806325,1.1830008,2.4563756,7.093739
claude_4_sonnet:abc352_e:198:bwd,3.1392698,4.7750216,-3.1392698,1.1102103,factor_1,claude_4_sonnet:abc352_e:198:bwd,2016,claude_4_sonnet:abc352_e:198,abc352_e,claude_4_sonnet,bwd,hard,B,1.180598,1.1829665,2.4564073,7.0936356
qwen3_235b:3776:97:bwd,3.1349645,4.770716,-3.1349645,1.1084077,factor_1,qwen3_235b:3776:97:bwd,1497,qwen3_235b:3776:97,3776,qwen3_235b,bwd,medium,B,1.1800529,1.182423,2.453167,7.0882654
claude_4_opus:3252:22:bwd,3.1329808,4.7687325,-3.1329808,1.1075009,factor_1,claude_4_opus:3252:22:bwd,1640,claude_4_opus:3252:22,3252,claude_4_opus,bwd,medium,B,1.1798236,1.1821945,2.4516313,7.0858335
qwen3_235b:3000:10:bwd,2.7782385,4.4139905,-2.7782385,0.9025141,factor_1,qwen3_235b:3000:10:bwd,1410,qwen3_235b:3000:10,3000,qwen3_235b,bwd,hard,B,1.1430204,1.1455028,2.168805,6.659176
claude_3.7_sonnet:2754:184:bwd,2.7586064,4.394358,-2.7586064,0.8956167,factor_1,claude_3.7_sonnet:2754:184:bwd,184,claude_3.7_sonnet:2754:184,2754,claude_3.7_sonnet,bwd,easy,B,1.1395075,1.1420009,2.1560364,6.63268
gemini_2.5_flash:3779:362:bwd,2.7222288,4.3579807,-2.7222288,0.882941,factor_1,gemini_2.5_flash:3779:362:bwd,943,gemini_2.5_flash:3779:362,3779,gemini_2.5_flash,bwd,hard,B,1.1329491,1.1354631,2.132473,6.5834885
qwen3_235b:3686:75:bwd,2.6955085,4.33126,-2.6955085,0.8737656,factor_1,qwen3_235b:3686:75:bwd,1475,qwen3_235b:3686:75,3686,qwen3_235b,bwd,hard,B,1.128085,1.1306145,2.1152556,6.547265
qwen3_235b:3788:102:bwd,2.689637,4.325389,-2.689637,0.87185216,factor_1,qwen3_235b:3788:102:bwd,1502,qwen3_235b:3788:102,3788,qwen3_235b,bwd,hard,B,1.1269963,1.1295292,2.1115115,6.5392666
claude_3.7_sonnet:3025:195:bwd,2.6843808,4.3201327,-2.6843808,0.87020415,factor_1,claude_3.7_sonnet:3025:195:bwd,195,claude_3.7_sonnet:3025:195,3025,claude_3.7_sonnet,bwd,medium,B,1.1260103,1.1285464,2.1081817,6.5320835
claude_4_opus:abc310_f:100:fwd,2.46434,4.100092,-2.46434,-0.19914715,factor_1,claude_4_opus:abc310_f:100:fwd,1718,claude_4_opus:abc310_f:100,abc310_f,claude_4_opus,fwd,hard,A,1.1266193,1.1291535,1.886951,6.313233
claude_4_opus:2839:5:fwd,2.4641774,4.0999293,-2.4641774,-0.19913407,factor_1,claude_4_opus:2839:5:fwd,1623,claude_4_opus:2839:5,2839,claude_4_opus,fwd,hard,A,1.1265676,1.1291019,1.8868897,6.312969
qwen3_235b:3697:79:fwd,2.329088,3.96484,-2.329088,0.2200456,factor_1,qwen3_235b:3697:79:fwd,1479,qwen3_235b:3697:79,3697,qwen3_235b,fwd,hard,A,1.0999868,1.1026077,1.8037288,6.125951
gemini_2.5_pro:abc379_g:143:bwd,2.3229256,3.9586773,-2.3229256,0.21913412,factor_1,gemini_2.5_pro:abc379_g:143:bwd,468,gemini_2.5_pro:abc379_g:143,abc379_g,gemini_2.5_pro,bwd,hard,B,1.0981411,1.1007682,1.8011715,6.1161833
claude_4_sonnet:3801:126:bwd,2.1987462,3.834498,-2.1987462,0.15233283,factor_1,claude_4_sonnet:3801:126:bwd,1944,claude_4_sonnet:3801:126,3801,claude_4_sonnet,bwd,easy,B,1.0820882,1.0847695,1.7083497,5.960646
gemini_2.5_pro:abc304_d:222:bwd,2.1929524,3.8287044,-2.1929524,0.15167995,factor_1,gemini_2.5_pro:abc304_d:222:bwd,547,gemini_2.5_pro:abc304_d:222,abc304_d,gemini_2.5_pro,bwd,hard,B,1.0800855,1.0827737,1.7064679,5.950941
claude_4_opus:3091:16:bwd,2.0760152,3.7117672,-2.0760152,0.5574804,factor_1,claude_4_opus:3091:16:bwd,1634,claude_4_opus:3091:16,3091,claude_4_opus,bwd,hard,B,1.0036339,1.0066016,1.7388281,5.684706
gemini_2.5_flash_lite:3299:55:fwd,2.0427814,3.678533,-2.0427814,-0.45417327,factor_1,gemini_2.5_flash_lite:3299:55:fwd,1066,gemini_2.5_flash_lite:3299:55,3299,gemini_2.5_flash_lite,fwd,hard,A,1.0988194,1.1014442,1.5197024,5.8373637
qwen3_235b:abc325_f:123:fwd,2.0391142,3.6748662,-2.0391142,-0.45369902,factor_1,qwen3_235b:abc325_f:123:fwd,1523,qwen3_235b:abc325_f:123,abc325_f,qwen3_235b,fwd,hard,A,1.0977911,1.1004193,1.5180445,5.831688
gemini_2.5_flash:3527:60:fwd,2.0349967,3.6707487,-2.0349967,-0.45342997,factor_1,gemini_2.5_flash:3527:60:fwd,641,gemini_2.5_flash:3527:60,3527,gemini_2.5_flash,fwd,hard,A,1.0967579,1.0993896,1.5159452,5.825552
qwen3_235b:3751:90:bwd,1.9151909,3.550943,-1.9151909,1.0546454,factor_1,qwen3_235b:3751:90:bwd,1490,qwen3_235b:3751:90,3751,qwen3_235b,bwd,hard,B,1.0055104,1.0084709,1.5743399,5.527546
gemini_2.5_flash_lite:abc366_c:293:bwd,1.9120219,3.5477738,-1.9120219,1.0532424,factor_1,gemini_2.5_flash_lite:abc366_c:293:bwd,1304,gemini_2.5_flash_lite:abc366_c:293,abc366_c,gemini_2.5_flash_lite,bwd,medium,B,1.0051593,1.0081209,1.5718569,5.5236907
qwen3_235b:3548:50:fwd,1.9113655,3.5471172,-1.9113655,-0.39077193,factor_1,qwen3_235b:3548:50:fwd,1450,qwen3_235b:3548:50,3548,qwen3_235b,fwd,hard,A,1.0396777,1.0425092,1.5037992,5.590435
qwen3_235b:3690:76:fwd,1.9109875,3.5467393,-1.9109875,-0.39072257,factor_1,qwen3_235b:3690:76:fwd,1476,qwen3_235b:3690:76,3690,qwen3_235b,fwd,hard,A,1.0395733,1.0424051,1.5036252,5.5898533
claude_4_opus:abc374_e:157:fwd,1.9109105,3.5466623,-1.9109105,-0.39081165,factor_1,claude_4_opus:abc374_e:157:fwd,1775,claude_4_opus:abc374_e:157,abc374_e,claude_4_opus,fwd,hard,A,1.0396029,1.0424346,1.5034904,5.589834
qwen3_235b:abc369_b:156:fwd,1.9108241,3.546576,-1.9108241,-0.3907184,factor_1,qwen3_235b:abc369_b:156:fwd,1556,qwen3_235b:abc369_b:156,abc369_b,qwen3_235b,fwd,hard,A,1.0395371,1.042369,1.5035326,5.5896196
claude_3.7_sonnet:abc333_c:272:fwd,1.9107355,3.5464873,-1.9107355,-0.3909498,factor_1,claude_3.7_sonnet:abc333_c:272:fwd,272,claude_3.7_sonnet:abc333_c:272,abc333_c,claude_3.7_sonnet,fwd,easy,A,1.0396369,1.0424684,1.5032492,5.5897255
claude_3.7_sonnet:3777:88:fwd,1.9105486,3.5463004,-1.9105486,-0.39068356,factor_1,claude_3.7_sonnet:3777:88:fwd,88,claude_3.7_sonnet:3777:88,3777,claude_3.7_sonnet,fwd,hard,A,1.0394617,1.0422939,1.5034044,5.589196
qwen3_235b:arc189_b:213:fwd,1.9105437,3.5462956,-1.9105437,-0.39073786,factor_1,qwen3_235b:arc189_b:213:fwd,1613,qwen3_235b:arc189_b:213,arc189_b,qwen3_235b,fwd,hard,A,1.0394884,1.0423206,1.5033472,5.589244
gemini_2.5_flash_lite:3026:28:fwd,1.9092715,3.5450234,-1.9092715,-0.39067027,factor_1,gemini_2.5_flash_lite:3026:28:fwd,1039,gemini_2.5_flash_lite:3026:28,3026,gemini_2.5_flash_lite,fwd,medium,A,1.0391877,1.0420209,1.5026624,5.587384
claude_4_opus:abc387_c:173:fwd,1.9091954,3.5449471,-1.9091954,-0.39063776,factor_1,claude_4_opus:abc387_c:173:fwd,1791,claude_4_opus:abc387_c:173,abc387_c,claude_4_opus,fwd,hard,A,1.0391552,1.0419886,1.5026495,5.587245
gemini_2.5_flash_lite:3024:26:fwd,1.9064567,3.5422087,-1.9064567,-0.3903802,factor_1,gemini_2.5_flash_lite:3024:26:fwd,1037,gemini_2.5_flash_lite:3024:26,3024,gemini_2.5_flash_lite,fwd,hard,A,1.038451,1.0412868,1.5012865,5.583131
gemini_2.5_pro:abc400_e:178:bwd,1.9006819,3.5364337,-1.9006819,1.0481694,factor_1,gemini_2.5_pro:abc400_e:178:bwd,503,gemini_2.5_pro:abc400_e:178,abc400_e,gemini_2.5_pro,bwd,hard,B,1.0038933,1.0068599,1.5629883,5.509879
claude_4_sonnet:3783:121:bwd,1.8893824,3.525134,-1.8893824,1.0430771,factor_1,claude_4_sonnet:3783:121:bwd,1939,claude_4_sonnet:3783:121,3783,claude_4_sonnet,bwd,hard,B,1.0026222,1.0055939,1.55417,5.496098
qwen3_235b:3781:98:bwd,1.8865451,3.522297,-1.8865451,1.0418059,factor_1,qwen3_235b:3781:98:bwd,1498,qwen3_235b:3781:98,3781,qwen3_235b,bwd,easy,B,1.0023032,1.0052761,1.5519557,5.492638
claude_4_opus:abc384_e:170:bwd,1.8792605,3.5150123,-1.8792605,1.0385375,factor_1,claude_4_opus:abc384_e:170:bwd,1788,claude_4_opus:abc384_e:170,abc384_e,claude_4_opus,bwd,medium,B,1.0014821,1.0044582,1.5462742,5.4837503
qwen3_235b:3364:30:bwd,1.8791566,3.5149083,-1.8791566,1.03851,factor_1,qwen3_235b:3364:30:bwd,1430,qwen3_235b:3364:30,3364,qwen3_235b,bwd,hard,B,1.0014728,1.0044489,1.5461885,5.4836283
qwen3_235b:3591:61:bwd,1.8770849,3.5128367,-1.8770849,1.0376121,factor_1,qwen3_235b:3591:61:bwd,1461,qwen3_235b:3591:61,3591,qwen3_235b,bwd,hard,B,1.0012428,1.0042198,1.5445659,5.4811077
qwen3_235b:abc383_e:177:bwd,1.8739833,3.509735,-1.8739833,1.0362743,factor_1,qwen3_235b:abc383_e:177:bwd,1577,qwen3_235b:abc383_e:177,abc383_e,qwen3_235b,bwd,hard,B,1.0008988,1.0038772,1.5421358,5.4773345
claude_4_sonnet:arc189_d:278:bwd,1.8733157,3.5090675,-1.8733157,1.0359037,factor_1,claude_4_sonnet:arc189_d:278:bwd,2096,claude_4_sonnet:arc189_d:278,arc189_d,claude_4_sonnet,bwd,medium,B,1.0008147,1.0037934,1.5416325,5.4765024
claude_3.7_sonnet:3265:29:bwd,1.8729715,3.5087233,-1.8729715,1.0357525,factor_1,claude_3.7_sonnet:3265:29:bwd,29,claude_3.7_sonnet:3265:29,3265,claude_3.7_sonnet,bwd,medium,B,1.0007762,1.003755,1.5413635,5.476083
qwen3_235b:3532:49:bwd,1.8723263,3.508078,-1.8723263,1.0355034,factor_1,qwen3_235b:3532:49:bwd,1449,qwen3_235b:3532:49,3532,qwen3_235b,bwd,hard,B,1.0007082,1.0036873,1.540851,5.475305
gemini_2.5_flash:abc312_d:146:bwd,1.8705158,3.5062675,-1.8705158,1.0346693,factor_1,gemini_2.5_flash:abc312_d:146:bwd,727,gemini_2.5_flash:abc312_d:146,abc312_d,gemini_2.5_flash,bwd,hard,B,1.0005006,1.0034804,1.5394459,5.473089
gemini_2.5_pro:3507:214:bwd,1.8699733,3.5057251,-1.8699733,1.034495,factor_1,gemini_2.5_pro:3507:214:bwd,539,gemini_2.5_pro:3507:214,3507,gemini_2.5_pro,bwd,hard,B,1.0004478,1.0034279,1.5390065,5.4724436
gemini_2.5_flash_lite:abc371_e:307:bwd,1.8688089,3.5045607,-1.8688089,0.14126664,factor_1,gemini_2.5_flash_lite:abc371_e:307:bwd,1318,gemini_2.5_flash_lite:abc371_e:307,abc371_e,gemini_2.5_flash_lite,bwd,hard,B,1.1055995,1.108202,1.3324847,5.6766367
claude_4_opus:3794:82:bwd,1.8673114,3.5030632,-1.8673114,1.03328,factor_1,claude_4_opus:3794:82:bwd,1700,claude_4_opus:3794:82,3794,claude_4_opus,bwd,hard,B,1.0001436,1.003125,1.5369383,5.469188
claude_4_opus:abc331_e:124:bwd,1.8670826,3.5028343,-1.8670826,1.0332178,factor_1,claude_4_opus:abc331_e:124:bwd,1742,claude_4_opus:abc331_e:124,abc331_e,claude_4_opus,bwd,easy,B,1.0001228,1.0031042,1.5367501,5.468919
claude_4_sonnet:abc372_d:223:bwd,1.8667986,3.5025506,-1.8667986,1.0330994,factor_1,claude_4_sonnet:abc372_d:223:bwd,2041,claude_4_sonnet:abc372_d:223,abc372_d,claude_4_sonnet,bwd,medium,B,1.0000917,1.0030731,1.5365273,5.468574
gemini_2.5_flash_lite:2915:18:bwd,1.8655406,3.5012925,-1.8655406,1.0326189,factor_1,gemini_2.5_flash_lite:2915:18:bwd,1029,gemini_2.5_flash_lite:2915:18,2915,gemini_2.5_flash_lite,bwd,hard,B,0.9999596,1.0029416,1.5355269,5.467058
claude_4_opus:3306:27:bwd,1.864291,3.500043,-1.864291,1.0321537,factor_1,claude_4_opus:3306:27:bwd,1645,claude_4_opus:3306:27,3306,claude_4_opus,bwd,medium,B,0.99982965,1.0028121,1.5345311,5.4655547
claude_4_sonnet:abc347_e:193:bwd,1.8633898,3.4991417,-1.8633898,1.0315695,factor_1,claude_4_sonnet:abc347_e:193:bwd,2011,claude_4_sonnet:abc347_e:193,abc347_e,claude_4_sonnet,bwd,medium,B,0.999705,1.002688,1.5338731,5.4644103
qwen3_235b:3045:12:bwd,1.8633327,3.4990845,-1.8633327,1.0315509,factor_1,qwen3_235b:3045:12:bwd,1412,qwen3_235b:3045:12,3045,qwen3_235b,bwd,hard,B,0.9996995,1.0026826,1.5338266,5.464342
gemini_2.5_flash_lite:3464:87:bwd,1.8614067,3.4971585,-1.8614067,1.030796,factor_1,gemini_2.5_flash_lite:3464:87:bwd,1098,gemini_2.5_flash_lite:3464:87,3464,gemini_2.5_flash_lite,bwd,easy,B,0.99949455,1.0024784,1.532301,5.462016
claude_4_sonnet:abc326_e:164:bwd,1.860895,3.496647,-1.860895,1.0305204,factor_1,claude_4_sonnet:abc326_e:164:bwd,1982,claude_4_sonnet:abc326_e:164,abc326_e,claude_4_sonnet,bwd,hard,B,0.9994307,1.0024148,1.5319138,5.46138
claude_4_sonnet:3081:26:bwd,1.8606256,3.4963775,-1.8606256,1.0304656,factor_1,claude_4_sonnet:3081:26:bwd,1844,claude_4_sonnet:3081:26,3081,claude_4_sonnet,bwd,medium,B,0.99940825,1.0023924,1.5316883,5.4610667
claude_3.7_sonnet:abc386_d:309:fwd,1.7257215,3.3614733,-1.7257215,-0.3037998,factor_1,claude_3.7_sonnet:abc386_d:309:fwd,309,claude_3.7_sonnet:abc386_d:309,abc386_d,claude_3.7_sonnet,fwd,hard,A,0.9570764,0.9602331,1.4794164,5.2435303
qwen3_235b:abc387_c:187:fwd,1.7238673,3.3596191,-1.7238673,-0.3036429,factor_1,qwen3_235b:abc387_c:187:fwd,1587,qwen3_235b:abc387_c:187,abc387_c,qwen3_235b,fwd,medium,A,0.95663685,0.9597954,1.4784201,5.240818
gemini_2.5_pro:3313:210:bwd,1.63749,3.273242,-1.63749,0.8720712,factor_1,gemini_2.5_pro:3313:210:bwd,535,gemini_2.5_pro:3313:210,3313,gemini_2.5_pro,bwd,hard,B,0.9651029,0.9682259,1.3755192,5.1709647
gemini_2.5_flash:3771:118:bwd,1.6365514,3.272303,-1.6365514,0.871706,factor_1,gemini_2.5_flash:3771:118:bwd,699,gemini_2.5_flash:3771:118,3771,gemini_2.5_flash,bwd,medium,B,0.96498823,0.9681117,1.3748041,5.169802
gemini_2.5_flash:abc303_c:134:bwd,1.6358786,3.2716303,-1.6358786,0.8714341,factor_1,gemini_2.5_flash:abc303_c:134:bwd,715,gemini_2.5_flash:abc303_c:134,abc303_c,gemini_2.5_flash,bwd,hard,B,0.96490467,0.9680285,1.3742944,5.1689663
gemini_2.5_flash:abc360_d:205:bwd,1.6294088,3.2651606,-1.6294088,0.8689479,factor_1,gemini_2.5_flash:abc360_d:205:bwd,786,gemini_2.5_flash:abc360_d:205,abc360_d,gemini_2.5_flash,bwd,hard,B,0.96411705,0.96724415,1.369362,5.1609592
gemini_2.5_flash_lite:abc351_f:262:bwd,1.628775,3.2645268,-1.628775,0.8687047,factor_1,gemini_2.5_flash_lite:abc351_f:262:bwd,1273,gemini_2.5_flash_lite:abc351_f:262,abc351_f,gemini_2.5_flash_lite,bwd,hard,B,0.9640398,0.96716726,1.368879,5.160175
gemini_2.5_flash_lite:3789:167:bwd,1.6286811,3.264433,-1.6286811,0.8686773,factor_1,gemini_2.5_flash_lite:3789:167:bwd,1178,gemini_2.5_flash_lite:3789:167,3789,gemini_2.5_flash_lite,bwd,hard,B,0.96402955,0.96715707,1.368805,5.160061
gemini_2.5_flash_lite:abc397_f:373:bwd,1.627827,3.263579,-1.627827,0.8683393,factor_1,gemini_2.5_flash_lite:abc397_f:373:bwd,1384,gemini_2.5_flash_lite:abc397_f:373,abc397_f,gemini_2.5_flash_lite,bwd,hard,B,0.96392417,0.9670521,1.3681568,5.159001
gemini_2.5_flash_lite:arc185_e:384:bwd,1.626491,3.2622428,-1.626491,0.8678224,factor_1,gemini_2.5_flash_lite:arc185_e:384:bwd,1395,gemini_2.5_flash_lite:arc185_e:384,arc185_e,gemini_2.5_flash_lite,bwd,hard,B,0.96376085,0.96688944,1.3671395,5.1573462
gemini_2.5_pro:abc364_f:120:bwd,1.625969,3.261721,-1.625969,0.8676341,factor_1,gemini_2.5_pro:abc364_f:120:bwd,445,gemini_2.5_pro:abc364_f:120,abc364_f,gemini_2.5_pro,bwd,hard,B,0.9636988,0.9668277,1.3667386,5.156703
qwen3_235b:3696:78:bwd,1.6257173,3.2614691,-1.6257173,0.86752766,factor_1,qwen3_235b:3696:78:bwd,1478,qwen3_235b:3696:78,3696,qwen3_235b,bwd,hard,B,0.96366686,0.96679586,1.3665493,5.156389
claude_4_sonnet:2952:16:fwd,1.604804,3.2405558,-1.604804,-0.246643,factor_1,claude_4_sonnet:2952:16:fwd,1834,claude_4_sonnet:2952:16,2952,claude_4_sonnet,fwd,hard,A,0.90676665,0.9101469,1.4566678,5.0244436
gemini_2.5_pro:arc188_b:191:bwd,1.6008506,3.2366023,-1.6008506,0.85275316,factor_1,gemini_2.5_pro:arc188_b:191:bwd,516,gemini_2.5_pro:arc188_b:191,arc188_b,gemini_2.5_pro,bwd,hard,B,0.9620715,0.96520716,1.3447962,5.1284084
gemini_2.5_flash:abc358_e:202:fwd,1.5993187,3.2350707,-1.5993187,-0.24619584,factor_1,gemini_2.5_flash:abc358_e:202:fwd,783,gemini_2.5_flash:abc358_e:202,abc358_e,gemini_2.5_flash,fwd,hard,A,0.90552783,0.90891385,1.4535996,5.016542
qwen3_235b:abc372_f:158:fwd,1.5441885,3.1799402,-1.5441885,-0.21825951,factor_1,qwen3_235b:abc372_f:158:fwd,1558,qwen3_235b:abc372_f:158,abc372_f,qwen3_235b,fwd,hard,A,0.8838501,0.88733965,1.4407544,4.919126
